Dim1	Dim2	Coupe	Value
59	63	7	1.000000
59	67	7	1.000000
59	68	7	2.000000
59	69	7	1.000000
59	70	7	1.000000
59	71	7	1.000000
59	73	7	1.000000
59	79	7	1.000000
59	80	7	1.000000
59	81	7	1.000000
59	82	7	1.000000
59	83	7	1.000000
59	84	7	1.000000
59	85	7	2.000000
59	86	7	2.000000
59	87	7	2.000000
59	88	7	2.000000
59	89	7	2.000000
59	90	7	2.000000
59	91	7	2.000000
59	92	7	2.000000
59	93	7	2.000000
59	94	7	2.000000
59	95	7	2.000000
59	96	7	2.000000
59	97	7	2.000000
59	98	7	1.000000
59	99	7	1.000000
60	18	7	1.000000
60	19	7	2.000000
60	20	7	2.000000
60	21	7	2.000000
60	22	7	1.000000
60	23	7	1.000000
60	24	7	2.000000
60	25	7	2.000000
60	26	7	2.000000
60	27	7	2.000000
60	28	7	2.000000
60	29	7	2.000000
60	30	7	1.000000
60	31	7	2.000000
60	32	7	2.000000
60	33	7	2.000000
60	34	7	2.000000
60	35	7	2.000000
60	36	7	2.000000
60	37	7	2.000000
60	38	7	2.000000
60	39	7	2.000000
60	40	7	2.000000
60	41	7	2.000000
60	42	7	2.000000
60	43	7	2.000000
60	44	7	2.000000
60	45	7	2.000000
60	46	7	2.000000
60	47	7	2.000000
60	48	7	2.000000
60	49	7	1.000000
60	50	7	2.000000
60	51	7	2.000000
60	52	7	2.000000
60	53	7	2.000000
60	54	7	2.000000
60	55	7	2.000000
60	56	7	2.000000
60	57	7	2.000000
60	58	7	2.000000
60	59	7	2.000000
60	60	7	2.000000
60	61	7	2.000000
60	62	7	1.000000
60	64	7	1.000000
60	67	7	1.000000
60	68	7	1.000000
60	69	7	1.000000
60	70	7	1.000000
60	71	7	1.000000
60	73	7	1.000000
60	75	7	1.000000
60	76	7	2.000000
60	77	7	2.000000
60	78	7	1.000000
60	79	7	1.000000
60	80	7	1.000000
60	81	7	2.000000
60	82	7	2.000000
60	83	7	2.000000
60	84	7	2.000000
60	85	7	2.000000
60	86	7	2.000000
60	87	7	2.000000
60	88	7	2.000000
60	89	7	2.000000
60	90	7	2.000000
60	91	7	2.000000
60	92	7	2.000000
60	93	7	2.000000
60	94	7	2.000000
60	95	7	2.000000
60	96	7	2.000000
60	97	7	1.000000
60	98	7	1.000000
61	18	7	1.000000
61	19	7	1.000000
61	20	7	2.000000
61	21	7	2.000000
61	22	7	1.000000
61	23	7	1.000000
61	24	7	2.000000
61	25	7	2.000000
61	26	7	2.000000
61	27	7	2.000000
61	28	7	1.000000
61	29	7	2.000000
61	30	7	1.000000
61	31	7	2.000000
61	32	7	2.000000
61	33	7	2.000000
61	34	7	2.000000
61	35	7	2.000000
61	36	7	2.000000
61	37	7	2.000000
61	38	7	2.000000
61	39	7	2.000000
61	40	7	2.000000
61	41	7	2.000000
61	42	7	2.000000
61	43	7	2.000000
61	44	7	2.000000
61	45	7	2.000000
61	46	7	2.000000
61	47	7	2.000000
61	48	7	2.000000
61	49	7	2.000000
61	50	7	2.000000
61	51	7	2.000000
61	52	7	2.000000
61	53	7	2.000000
61	54	7	2.000000
61	55	7	2.000000
61	56	7	2.000000
61	57	7	2.000000
61	58	7	2.000000
61	59	7	2.000000
61	60	7	2.000000
61	61	7	2.000000
61	62	7	1.000000
61	63	7	1.000000
61	67	7	1.000000
61	68	7	1.000000
61	69	7	2.000000
61	70	7	1.000000
61	71	7	1.000000
61	74	7	1.000000
61	75	7	2.000000
61	76	7	2.000000
61	77	7	2.000000
61	78	7	2.000000
61	79	7	1.000000
61	80	7	2.000000
61	81	7	2.000000
61	82	7	2.000000
61	83	7	2.000000
61	84	7	2.000000
61	85	7	2.000000
61	86	7	2.000000
61	87	7	2.000000
61	88	7	2.000000
61	89	7	2.000000
61	90	7	2.000000
61	91	7	2.000000
61	92	7	2.000000
61	93	7	2.000000
61	94	7	2.000000
61	95	7	2.000000
61	96	7	2.000000
61	97	7	1.000000
62	15	7	1.000000
62	18	7	1.000000
62	19	7	1.000000
62	20	7	2.000000
62	21	7	2.000000
62	22	7	2.000000
62	23	7	1.000000
62	24	7	1.000000
62	25	7	1.000000
62	26	7	1.000000
62	27	7	1.000000
62	28	7	1.000000
62	29	7	2.000000
62	30	7	1.000000
62	31	7	1.000000
62	32	7	2.000000
62	33	7	2.000000
62	34	7	2.000000
62	35	7	2.000000
62	36	7	2.000000
62	37	7	2.000000
62	38	7	2.000000
62	39	7	2.000000
62	40	7	2.000000
62	41	7	2.000000
62	42	7	2.000000
62	43	7	2.000000
62	44	7	2.000000
62	45	7	2.000000
62	46	7	2.000000
62	47	7	2.000000
62	48	7	2.000000
62	49	7	1.000000
62	50	7	2.000000
62	51	7	2.000000
62	52	7	2.000000
62	53	7	2.000000
62	54	7	2.000000
62	55	7	2.000000
62	56	7	2.000000
62	57	7	2.000000
62	58	7	2.000000
62	59	7	2.000000
62	60	7	2.000000
62	61	7	2.000000
62	62	7	1.000000
62	67	7	2.000000
62	68	7	2.000000
62	69	7	1.000000
62	70	7	1.000000
62	71	7	1.000000
62	72	7	1.000000
62	73	7	1.000000
62	74	7	1.000000
62	75	7	2.000000
62	76	7	2.000000
62	77	7	2.000000
62	78	7	2.000000
62	79	7	2.000000
62	80	7	2.000000
62	81	7	2.000000
62	82	7	2.000000
62	83	7	2.000000
62	84	7	2.000000
62	85	7	2.000000
62	86	7	2.000000
62	87	7	2.000000
62	88	7	2.000000
62	89	7	2.000000
62	90	7	2.000000
62	91	7	2.000000
62	92	7	2.000000
62	93	7	2.000000
62	94	7	2.000000
62	95	7	2.000000
62	96	7	2.000000
62	97	7	1.000000
62	98	7	1.000000
63	19	7	2.000000
63	20	7	2.000000
63	21	7	2.000000
63	22	7	2.000000
63	23	7	1.000000
63	24	7	1.000000
63	25	7	1.000000
63	26	7	1.000000
63	27	7	1.000000
63	28	7	1.000000
63	29	7	2.000000
63	30	7	1.000000
63	31	7	1.000000
63	32	7	2.000000
63	33	7	2.000000
63	34	7	2.000000
63	35	7	2.000000
63	36	7	2.000000
63	37	7	2.000000
63	38	7	2.000000
63	39	7	2.000000
63	40	7	2.000000
63	41	7	2.000000
63	42	7	2.000000
63	43	7	2.000000
63	44	7	2.000000
63	45	7	2.000000
63	46	7	2.000000
63	47	7	2.000000
63	48	7	2.000000
63	50	7	1.000000
63	51	7	2.000000
63	52	7	2.000000
63	53	7	2.000000
63	54	7	2.000000
63	55	7	2.000000
63	56	7	2.000000
63	57	7	2.000000
63	58	7	2.000000
63	59	7	2.000000
63	60	7	2.000000
63	61	7	2.000000
63	62	7	2.000000
63	63	7	1.000000
63	64	7	1.000000
63	67	7	2.000000
63	68	7	2.000000
63	69	7	1.000000
63	70	7	1.000000
63	71	7	1.000000
63	72	7	1.000000
63	73	7	1.000000
63	74	7	2.000000
63	75	7	2.000000
63	76	7	2.000000
63	77	7	2.000000
63	78	7	2.000000
63	79	7	2.000000
63	80	7	2.000000
63	81	7	2.000000
63	82	7	2.000000
63	83	7	1.000000
63	84	7	1.000000
63	85	7	1.000000
63	86	7	1.000000
63	87	7	2.000000
63	88	7	2.000000
63	89	7	2.000000
63	90	7	2.000000
63	91	7	2.000000
63	92	7	2.000000
63	93	7	2.000000
63	94	7	2.000000
63	95	7	1.000000
63	96	7	1.000000
63	97	7	1.000000
64	19	7	2.000000
64	20	7	1.000000
64	21	7	1.000000
64	22	7	1.000000
64	23	7	1.000000
64	24	7	1.000000
64	25	7	1.000000
64	26	7	1.000000
64	27	7	1.000000
64	28	7	2.000000
64	29	7	2.000000
64	30	7	1.000000
64	31	7	1.000000
64	32	7	2.000000
64	33	7	2.000000
64	34	7	2.000000
64	35	7	2.000000
64	36	7	1.000000
64	37	7	2.000000
64	38	7	2.000000
64	39	7	2.000000
64	40	7	2.000000
64	41	7	2.000000
64	42	7	2.000000
64	43	7	2.000000
64	44	7	2.000000
64	45	7	2.000000
64	46	7	2.000000
64	47	7	2.000000
64	48	7	2.000000
64	49	7	1.000000
64	51	7	2.000000
64	52	7	2.000000
64	53	7	2.000000
64	54	7	2.000000
64	55	7	2.000000
64	56	7	2.000000
64	57	7	2.000000
64	58	7	2.000000
64	59	7	2.000000
64	60	7	2.000000
64	61	7	2.000000
64	62	7	2.000000
64	64	7	1.000000
64	67	7	1.000000
64	68	7	2.000000
64	69	7	2.000000
64	70	7	1.000000
64	73	7	1.000000
64	74	7	2.000000
64	75	7	1.000000
64	76	7	1.000000
64	77	7	1.000000
64	78	7	1.000000
64	79	7	1.000000
64	80	7	1.000000
64	81	7	1.000000
64	82	7	1.000000
64	83	7	1.000000
64	84	7	1.000000
64	85	7	1.000000
64	86	7	2.000000
64	87	7	2.000000
64	88	7	2.000000
64	89	7	2.000000
64	90	7	2.000000
64	91	7	2.000000
64	92	7	2.000000
64	93	7	2.000000
64	94	7	1.000000
64	95	7	1.000000
64	96	7	1.000000
65	20	7	1.000000
65	21	7	1.000000
65	22	7	2.000000
65	23	7	1.000000
65	24	7	1.000000
65	25	7	1.000000
65	26	7	1.000000
65	27	7	1.000000
65	28	7	1.000000
65	29	7	1.000000
65	30	7	1.000000
65	31	7	1.000000
65	32	7	2.000000
65	33	7	2.000000
65	34	7	2.000000
65	35	7	2.000000
65	36	7	1.000000
65	37	7	2.000000
65	38	7	2.000000
65	39	7	2.000000
65	40	7	2.000000
65	41	7	2.000000
65	42	7	2.000000
65	43	7	2.000000
65	44	7	2.000000
65	45	7	2.000000
65	46	7	2.000000
65	47	7	2.000000
65	48	7	2.000000
65	49	7	1.000000
65	50	7	1.000000
65	51	7	2.000000
65	52	7	2.000000
65	53	7	2.000000
65	54	7	2.000000
65	55	7	2.000000
65	56	7	2.000000
65	57	7	2.000000
65	58	7	2.000000
65	59	7	2.000000
65	60	7	2.000000
65	61	7	2.000000
65	62	7	2.000000
65	63	7	1.000000
65	67	7	1.000000
65	68	7	2.000000
65	69	7	2.000000
65	73	7	1.000000
65	74	7	1.000000
65	75	7	2.000000
65	76	7	2.000000
65	77	7	1.000000
65	78	7	1.000000
65	79	7	1.000000
65	80	7	1.000000
65	81	7	2.000000
65	82	7	2.000000
65	83	7	2.000000
65	84	7	2.000000
65	85	7	2.000000
65	86	7	2.000000
65	87	7	2.000000
65	88	7	2.000000
65	89	7	2.000000
65	90	7	1.000000
65	91	7	1.000000
65	93	7	1.000000
65	94	7	1.000000
66	21	7	1.000000
66	23	7	1.000000
66	24	7	1.000000
66	26	7	1.000000
66	27	7	1.000000
66	29	7	2.000000
66	30	7	1.000000
66	31	7	1.000000
66	32	7	2.000000
66	33	7	2.000000
66	34	7	2.000000
66	35	7	2.000000
66	36	7	2.000000
66	37	7	2.000000
66	38	7	2.000000
66	39	7	2.000000
66	40	7	2.000000
66	41	7	2.000000
66	42	7	2.000000
66	43	7	2.000000
66	44	7	2.000000
66	45	7	2.000000
66	46	7	2.000000
66	47	7	2.000000
66	48	7	2.000000
66	49	7	1.000000
66	50	7	2.000000
66	51	7	2.000000
66	52	7	2.000000
66	53	7	2.000000
66	54	7	2.000000
66	55	7	2.000000
66	56	7	2.000000
66	57	7	2.000000
66	58	7	2.000000
66	59	7	2.000000
66	60	7	2.000000
66	61	7	2.000000
66	62	7	2.000000
66	63	7	1.000000
66	67	7	1.000000
66	69	7	2.000000
66	70	7	2.000000
66	73	7	1.000000
66	74	7	2.000000
66	75	7	2.000000
66	76	7	1.000000
66	77	7	1.000000
66	78	7	2.000000
66	79	7	2.000000
66	80	7	2.000000
66	81	7	2.000000
66	82	7	2.000000
66	83	7	2.000000
66	84	7	2.000000
66	85	7	2.000000
66	86	7	2.000000
66	87	7	2.000000
66	88	7	2.000000
66	89	7	1.000000
66	90	7	1.000000
66	91	7	1.000000
66	93	7	1.000000
66	94	7	1.000000
66	95	7	1.000000
67	21	7	2.000000
67	22	7	1.000000
67	23	7	1.000000
67	24	7	1.000000
67	25	7	1.000000
67	26	7	1.000000
67	27	7	1.000000
67	28	7	1.000000
67	29	7	1.000000
67	30	7	1.000000
67	31	7	1.000000
67	32	7	1.000000
67	33	7	2.000000
67	34	7	2.000000
67	35	7	2.000000
67	36	7	2.000000
67	37	7	2.000000
67	38	7	2.000000
67	39	7	2.000000
67	40	7	2.000000
67	41	7	2.000000
67	42	7	2.000000
67	43	7	2.000000
67	44	7	2.000000
67	45	7	2.000000
67	46	7	2.000000
67	47	7	2.000000
67	48	7	2.000000
67	49	7	2.000000
67	50	7	2.000000
67	51	7	2.000000
67	52	7	2.000000
67	53	7	2.000000
67	54	7	2.000000
67	55	7	2.000000
67	56	7	2.000000
67	57	7	2.000000
67	58	7	2.000000
67	59	7	2.000000
67	60	7	2.000000
67	61	7	2.000000
67	62	7	2.000000
67	63	7	1.000000
67	64	7	1.000000
67	65	7	1.000000
67	67	7	1.000000
67	68	7	2.000000
67	69	7	1.000000
67	73	7	1.000000
67	74	7	2.000000
67	75	7	2.000000
67	76	7	2.000000
67	77	7	2.000000
67	78	7	2.000000
67	79	7	2.000000
67	80	7	2.000000
67	81	7	2.000000
67	82	7	2.000000
67	83	7	2.000000
67	84	7	2.000000
67	85	7	2.000000
67	86	7	1.000000
67	87	7	1.000000
67	88	7	1.000000
67	89	7	1.000000
67	90	7	1.000000
67	91	7	1.000000
67	92	7	1.000000
67	93	7	1.000000
67	94	7	1.000000
67	95	7	1.000000
68	21	7	1.000000
68	22	7	2.000000
68	23	7	1.000000
68	24	7	1.000000
68	25	7	2.000000
68	26	7	2.000000
68	27	7	1.000000
68	28	7	1.000000
68	29	7	1.000000
68	30	7	1.000000
68	31	7	1.000000
68	32	7	2.000000
68	33	7	2.000000
68	34	7	2.000000
68	35	7	2.000000
68	36	7	2.000000
68	37	7	2.000000
68	38	7	2.000000
68	39	7	2.000000
68	40	7	2.000000
68	41	7	2.000000
68	42	7	2.000000
68	43	7	2.000000
68	44	7	2.000000
68	45	7	2.000000
68	46	7	2.000000
68	47	7	2.000000
68	48	7	2.000000
68	49	7	2.000000
68	50	7	2.000000
68	51	7	2.000000
68	52	7	2.000000
68	53	7	2.000000
68	54	7	2.000000
68	55	7	2.000000
68	56	7	2.000000
68	57	7	2.000000
68	58	7	2.000000
68	59	7	2.000000
68	60	7	2.000000
68	61	7	2.000000
68	62	7	2.000000
68	63	7	1.000000
68	65	7	1.000000
68	66	7	1.000000
68	67	7	1.000000
68	68	7	1.000000
68	70	7	1.000000
68	71	7	1.000000
68	72	7	1.000000
68	73	7	1.000000
68	74	7	1.000000
68	75	7	2.000000
68	76	7	2.000000
68	77	7	2.000000
68	78	7	2.000000
68	79	7	2.000000
68	80	7	2.000000
68	81	7	2.000000
68	82	7	2.000000
68	83	7	2.000000
68	84	7	2.000000
68	85	7	2.000000
68	86	7	1.000000
68	87	7	1.000000
68	88	7	1.000000
68	89	7	1.000000
68	90	7	2.000000
68	91	7	2.000000
68	92	7	2.000000
68	93	7	1.000000
69	21	7	2.000000
69	22	7	2.000000
69	23	7	1.000000
69	24	7	1.000000
69	25	7	1.000000
69	26	7	2.000000
69	27	7	1.000000
69	28	7	1.000000
69	29	7	1.000000
69	30	7	1.000000
69	31	7	1.000000
69	32	7	2.000000
69	33	7	2.000000
69	34	7	2.000000
69	35	7	2.000000
69	36	7	2.000000
69	37	7	2.000000
69	38	7	2.000000
69	39	7	2.000000
69	40	7	2.000000
69	41	7	2.000000
69	42	7	2.000000
69	43	7	2.000000
69	44	7	2.000000
69	45	7	2.000000
69	46	7	2.000000
69	47	7	2.000000
69	48	7	2.000000
69	49	7	2.000000
69	50	7	2.000000
69	51	7	1.000000
69	52	7	2.000000
69	53	7	2.000000
69	54	7	2.000000
69	55	7	2.000000
69	56	7	2.000000
69	57	7	2.000000
69	58	7	2.000000
69	59	7	2.000000
69	60	7	2.000000
69	61	7	2.000000
69	62	7	2.000000
69	64	7	1.000000
69	65	7	1.000000
69	66	7	1.000000
69	67	7	1.000000
69	68	7	1.000000
69	69	7	1.000000
69	70	7	1.000000
69	71	7	2.000000
69	72	7	1.000000
69	73	7	1.000000
69	74	7	1.000000
69	75	7	2.000000
69	76	7	2.000000
69	77	7	2.000000
69	78	7	2.000000
69	79	7	2.000000
69	80	7	2.000000
69	81	7	2.000000
69	82	7	2.000000
69	83	7	1.000000
69	84	7	1.000000
69	85	7	1.000000
69	86	7	1.000000
69	87	7	1.000000
69	88	7	1.000000
69	89	7	2.000000
69	90	7	2.000000
70	20	7	2.000000
70	21	7	1.000000
70	22	7	2.000000
70	23	7	2.000000
70	24	7	1.000000
70	25	7	1.000000
70	26	7	1.000000
70	27	7	1.000000
70	28	7	1.000000
70	29	7	1.000000
70	30	7	1.000000
70	31	7	1.000000
70	32	7	2.000000
70	33	7	2.000000
70	34	7	2.000000
70	35	7	2.000000
70	36	7	2.000000
70	37	7	2.000000
70	38	7	2.000000
70	39	7	2.000000
70	40	7	2.000000
70	41	7	2.000000
70	42	7	2.000000
70	43	7	2.000000
70	44	7	2.000000
70	45	7	2.000000
70	46	7	2.000000
70	47	7	2.000000
70	48	7	2.000000
70	49	7	2.000000
70	50	7	2.000000
70	51	7	2.000000
70	52	7	1.000000
70	53	7	1.000000
70	54	7	2.000000
70	55	7	2.000000
70	56	7	2.000000
70	57	7	2.000000
70	58	7	2.000000
70	59	7	2.000000
70	60	7	2.000000
70	61	7	2.000000
70	63	7	1.000000
70	64	7	2.000000
70	65	7	2.000000
70	66	7	2.000000
70	67	7	2.000000
70	68	7	2.000000
70	69	7	2.000000
70	70	7	2.000000
70	71	7	1.000000
70	72	7	1.000000
70	73	7	1.000000
70	74	7	2.000000
70	75	7	2.000000
70	76	7	2.000000
70	77	7	2.000000
70	78	7	2.000000
70	79	7	2.000000
70	80	7	2.000000
70	81	7	2.000000
70	82	7	1.000000
70	83	7	1.000000
70	84	7	1.000000
70	85	7	1.000000
70	86	7	1.000000
70	87	7	1.000000
70	88	7	1.000000
70	89	7	2.000000
71	21	7	2.000000
71	22	7	2.000000
71	23	7	2.000000
71	24	7	2.000000
71	25	7	2.000000
71	26	7	2.000000
71	27	7	1.000000
71	28	7	2.000000
71	29	7	2.000000
71	30	7	1.000000
71	31	7	1.000000
71	32	7	2.000000
71	33	7	2.000000
71	34	7	2.000000
71	35	7	2.000000
71	36	7	2.000000
71	37	7	2.000000
71	38	7	2.000000
71	39	7	2.000000
71	40	7	2.000000
71	41	7	2.000000
71	42	7	2.000000
71	43	7	2.000000
71	44	7	2.000000
71	45	7	2.000000
71	46	7	2.000000
71	47	7	2.000000
71	48	7	2.000000
71	49	7	2.000000
71	50	7	2.000000
71	51	7	2.000000
71	52	7	2.000000
71	53	7	1.000000
71	54	7	1.000000
71	55	7	1.000000
71	56	7	1.000000
71	57	7	1.000000
71	58	7	1.000000
71	59	7	1.000000
71	60	7	1.000000
71	62	7	1.000000
71	63	7	2.000000
71	64	7	2.000000
71	65	7	2.000000
71	66	7	2.000000
71	67	7	2.000000
71	68	7	2.000000
71	69	7	2.000000
71	70	7	2.000000
71	71	7	1.000000
71	72	7	2.000000
71	73	7	1.000000
71	74	7	2.000000
71	75	7	2.000000
71	76	7	2.000000
71	77	7	2.000000
71	78	7	2.000000
71	79	7	2.000000
71	80	7	1.000000
71	81	7	1.000000
71	82	7	1.000000
71	83	7	1.000000
71	86	7	1.000000
71	87	7	1.000000
71	88	7	1.000000
71	89	7	2.000000
72	16	7	1.000000
72	19	7	1.000000
72	20	7	1.000000
72	21	7	2.000000
72	22	7	2.000000
72	23	7	2.000000
72	24	7	1.000000
72	25	7	2.000000
72	26	7	1.000000
72	27	7	1.000000
72	28	7	2.000000
72	29	7	2.000000
72	30	7	1.000000
72	31	7	2.000000
72	32	7	2.000000
72	33	7	2.000000
72	34	7	2.000000
72	35	7	2.000000
72	36	7	2.000000
72	37	7	2.000000
72	38	7	2.000000
72	39	7	2.000000
72	40	7	2.000000
72	41	7	2.000000
72	42	7	2.000000
72	43	7	2.000000
72	44	7	2.000000
72	45	7	2.000000
72	46	7	2.000000
72	47	7	2.000000
72	48	7	2.000000
72	49	7	2.000000
72	50	7	2.000000
72	51	7	2.000000
72	52	7	2.000000
72	53	7	1.000000
72	54	7	1.000000
72	55	7	1.000000
72	60	7	1.000000
72	61	7	2.000000
72	62	7	2.000000
72	63	7	2.000000
72	64	7	2.000000
72	65	7	2.000000
72	66	7	2.000000
72	67	7	2.000000
72	68	7	2.000000
72	69	7	2.000000
72	70	7	2.000000
72	71	7	2.000000
72	72	7	2.000000
72	73	7	1.000000
72	74	7	1.000000
72	75	7	2.000000
72	76	7	2.000000
72	77	7	2.000000
72	78	7	2.000000
72	79	7	2.000000
72	80	7	2.000000
72	81	7	2.000000
72	82	7	1.000000
72	83	7	1.000000
72	84	7	1.000000
72	85	7	1.000000
72	86	7	1.000000
72	87	7	1.000000
72	88	7	2.000000
72	89	7	2.000000
73	18	7	2.000000
73	19	7	1.000000
73	20	7	1.000000
73	21	7	1.000000
73	22	7	2.000000
73	23	7	2.000000
73	24	7	2.000000
73	25	7	1.000000
73	26	7	2.000000
73	27	7	2.000000
73	28	7	2.000000
73	29	7	2.000000
73	30	7	1.000000
73	31	7	2.000000
73	32	7	2.000000
73	33	7	2.000000
73	34	7	2.000000
73	35	7	2.000000
73	36	7	2.000000
73	37	7	2.000000
73	38	7	2.000000
73	39	7	2.000000
73	40	7	2.000000
73	41	7	2.000000
73	42	7	2.000000
73	43	7	2.000000
73	44	7	2.000000
73	45	7	2.000000
73	46	7	2.000000
73	47	7	2.000000
73	48	7	2.000000
73	49	7	2.000000
73	50	7	2.000000
73	51	7	2.000000
73	52	7	2.000000
73	53	7	2.000000
73	54	7	2.000000
73	55	7	1.000000
73	56	7	2.000000
73	57	7	2.000000
73	58	7	2.000000
73	59	7	1.000000
73	60	7	2.000000
73	61	7	2.000000
73	62	7	2.000000
73	63	7	2.000000
73	64	7	2.000000
73	65	7	2.000000
73	66	7	2.000000
73	67	7	2.000000
73	68	7	2.000000
73	69	7	2.000000
73	70	7	2.000000
73	71	7	2.000000
73	72	7	2.000000
73	73	7	1.000000
73	74	7	1.000000
73	75	7	1.000000
73	76	7	2.000000
73	77	7	2.000000
73	78	7	1.000000
73	79	7	1.000000
73	80	7	2.000000
73	81	7	2.000000
73	82	7	2.000000
73	83	7	1.000000
73	84	7	1.000000
73	85	7	1.000000
73	87	7	1.000000
74	19	7	1.000000
74	20	7	2.000000
74	21	7	2.000000
74	22	7	2.000000
74	23	7	2.000000
74	24	7	2.000000
74	25	7	1.000000
74	26	7	2.000000
74	27	7	2.000000
74	28	7	2.000000
74	29	7	2.000000
74	30	7	2.000000
74	31	7	1.000000
74	32	7	1.000000
74	33	7	2.000000
74	34	7	2.000000
74	35	7	2.000000
74	36	7	2.000000
74	37	7	2.000000
74	38	7	2.000000
74	39	7	2.000000
74	40	7	2.000000
74	41	7	2.000000
74	42	7	2.000000
74	43	7	2.000000
74	44	7	2.000000
74	45	7	2.000000
74	46	7	2.000000
74	47	7	2.000000
74	48	7	2.000000
74	49	7	2.000000
74	50	7	2.000000
74	51	7	2.000000
74	52	7	2.000000
74	53	7	2.000000
74	54	7	2.000000
74	55	7	2.000000
74	56	7	2.000000
74	57	7	2.000000
74	58	7	2.000000
74	59	7	2.000000
74	60	7	2.000000
74	61	7	2.000000
74	62	7	2.000000
74	63	7	2.000000
74	64	7	2.000000
74	65	7	2.000000
74	66	7	2.000000
74	67	7	2.000000
74	68	7	2.000000
74	69	7	2.000000
74	70	7	2.000000
74	71	7	2.000000
74	72	7	2.000000
74	73	7	1.000000
74	79	7	1.000000
74	80	7	1.000000
74	81	7	1.000000
74	82	7	2.000000
74	83	7	1.000000
74	84	7	1.000000
74	85	7	1.000000
74	86	7	1.000000
74	87	7	1.000000
74	88	7	2.000000
75	19	7	2.000000
75	20	7	2.000000
75	21	7	2.000000
75	22	7	2.000000
75	23	7	2.000000
75	24	7	2.000000
75	25	7	1.000000
75	26	7	1.000000
75	27	7	2.000000
75	28	7	2.000000
75	29	7	2.000000
75	30	7	2.000000
75	31	7	1.000000
75	32	7	2.000000
75	33	7	2.000000
75	34	7	2.000000
75	35	7	2.000000
75	36	7	2.000000
75	37	7	2.000000
75	38	7	2.000000
75	39	7	2.000000
75	40	7	2.000000
75	41	7	2.000000
75	42	7	2.000000
75	43	7	2.000000
75	44	7	2.000000
75	45	7	2.000000
75	46	7	2.000000
75	47	7	2.000000
75	48	7	2.000000
75	49	7	2.000000
75	50	7	2.000000
75	51	7	2.000000
75	52	7	1.000000
75	53	7	1.000000
75	54	7	2.000000
75	55	7	2.000000
75	56	7	2.000000
75	57	7	1.000000
75	58	7	2.000000
75	59	7	2.000000
75	60	7	2.000000
75	61	7	2.000000
75	62	7	2.000000
75	63	7	2.000000
75	64	7	1.000000
75	65	7	2.000000
75	66	7	2.000000
75	67	7	2.000000
75	68	7	2.000000
75	69	7	2.000000
75	70	7	2.000000
75	71	7	2.000000
75	72	7	2.000000
75	73	7	1.000000
75	74	7	1.000000
75	75	7	1.000000
75	76	7	1.000000
75	80	7	1.000000
75	81	7	1.000000
75	82	7	1.000000
75	83	7	1.000000
75	84	7	1.000000
75	85	7	1.000000
75	88	7	1.000000
76	20	7	2.000000
76	21	7	2.000000
76	22	7	2.000000
76	23	7	2.000000
76	24	7	2.000000
76	25	7	2.000000
76	26	7	1.000000
76	27	7	2.000000
76	28	7	2.000000
76	29	7	2.000000
76	30	7	2.000000
76	31	7	2.000000
76	32	7	2.000000
76	33	7	2.000000
76	34	7	2.000000
76	35	7	2.000000
76	36	7	2.000000
76	37	7	2.000000
76	38	7	2.000000
76	39	7	2.000000
76	40	7	2.000000
76	41	7	2.000000
76	42	7	2.000000
76	43	7	2.000000
76	44	7	2.000000
76	45	7	2.000000
76	46	7	2.000000
76	47	7	2.000000
76	48	7	2.000000
76	49	7	2.000000
76	50	7	2.000000
76	51	7	2.000000
76	52	7	2.000000
76	53	7	2.000000
76	54	7	1.000000
76	55	7	2.000000
76	56	7	2.000000
76	57	7	2.000000
76	58	7	2.000000
76	59	7	2.000000
76	60	7	2.000000
76	61	7	2.000000
76	62	7	2.000000
76	63	7	2.000000
76	64	7	2.000000
76	65	7	2.000000
76	66	7	2.000000
76	67	7	2.000000
76	68	7	2.000000
76	69	7	2.000000
76	70	7	2.000000
76	71	7	2.000000
76	72	7	2.000000
76	73	7	2.000000
76	74	7	1.000000
76	75	7	1.000000
76	76	7	1.000000
76	77	7	1.000000
76	78	7	1.000000
76	79	7	1.000000
76	80	7	1.000000
76	81	7	1.000000
76	82	7	2.000000
76	83	7	2.000000
76	84	7	1.000000
76	85	7	1.000000
76	86	7	1.000000
76	88	7	1.000000
77	20	7	1.000000
77	21	7	1.000000
77	22	7	2.000000
77	23	7	2.000000
77	24	7	2.000000
77	25	7	2.000000
77	26	7	2.000000
77	27	7	1.000000
77	28	7	2.000000
77	29	7	2.000000
77	30	7	2.000000
77	31	7	2.000000
77	32	7	2.000000
77	33	7	2.000000
77	34	7	1.000000
77	35	7	2.000000
77	36	7	2.000000
77	37	7	2.000000
77	38	7	2.000000
77	39	7	2.000000
77	40	7	2.000000
77	41	7	2.000000
77	42	7	2.000000
77	43	7	2.000000
77	44	7	2.000000
77	45	7	2.000000
77	46	7	2.000000
77	47	7	2.000000
77	48	7	2.000000
77	49	7	2.000000
77	50	7	2.000000
77	51	7	2.000000
77	52	7	2.000000
77	53	7	2.000000
77	54	7	1.000000
77	55	7	2.000000
77	56	7	2.000000
77	57	7	2.000000
77	58	7	2.000000
77	59	7	2.000000
77	60	7	2.000000
77	61	7	2.000000
77	62	7	2.000000
77	63	7	2.000000
77	64	7	2.000000
77	65	7	2.000000
77	66	7	1.000000
77	67	7	2.000000
77	68	7	2.000000
77	69	7	2.000000
77	70	7	2.000000
77	71	7	2.000000
