tmax	ymax	d	a
22.854030	4.762755	0.000000	43.169549	
3.583363	4.965054	18.411233	1.787803	
2.352682	4.043552	19.456801	1.177697	
3.466489	6.612339	18.609359	1.137247	
4.543669	6.599174	17.629969	1.832342	
5.587626	6.101878	17.238005	3.385670	
3.973606	4.638978	18.603771	1.884044	
14.463516	6.085932	8.962726	20.617116	
9.530019	10.077531	13.771907	8.639167	
5.628833	5.716917	17.134663	2.855996	
5.804814	5.494254	17.386658	2.383113	
5.299512	10.091248	17.785682	2.675711	
4.208450	10.235489	18.586108	1.669517	
3.128078	9.020916	19.634313	0.785677	
7.753952	7.986304	15.238605	3.398445	
5.223674	7.667972	16.616866	3.220432	
4.880761	7.027471	17.361012	2.690125	
2.809298	5.804492	18.822289	0.405208	
2.556996	5.279083	19.000000	0.617379	
4.328079	7.778744	18.509920	2.654505	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.977460	2.765923	9.963318	0.161137	
3.739637	4.978113	18.685039	1.151933	
7.472924	5.035278	15.125238	5.690532	
5.866978	6.587008	17.081780	3.997037	
4.601583	10.550863	17.918225	1.890830	
5.637330	8.264196	16.670602	4.294155	
8.789533	5.154496	13.861303	7.905353	
3.727887	4.872393	18.578114	1.311830	
6.540105	5.975551	15.889433	3.856438	
4.609336	9.481284	17.485712	2.024309	
3.516381	4.971543	18.468382	1.531780	
4.758944	4.684977	17.506611	2.016142	
4.953279	10.645088	17.454020	2.455895	
5.129344	9.030776	17.215238	2.022429	
3.467290	5.538952	18.738164	0.906227	
7.067449	5.859864	15.367970	3.665146	
4.851388	7.467660	17.378321	2.317719	
6.182357	8.350755	16.716791	4.320474	
5.118809	7.631685	17.426359	2.393339	
4.054673	7.286848	18.543245	1.574253	
6.720343	8.010622	16.133960	5.125641	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.856457	9.432264	17.839004	1.259697	
3.448399	8.930440	18.417252	0.544943	
6.908636	5.743703	15.766731	4.588491	
5.265654	7.579092	17.089380	1.968810	
10.486931	7.876474	12.183178	8.991949	
5.022836	5.651298	17.637014	3.091963	
3.190741	4.578886	18.535760	0.901062	
8.874435	5.877717	13.991478	7.178061	
5.072713	9.741677	17.492762	2.025647	
1.309950	6.733668	19.993828	0.283668	
2.645756	5.981010	19.715505	0.933909	
5.227838	8.172617	17.450925	2.717600	
6.378099	6.759045	16.465937	3.971647	
7.748162	5.508106	14.972139	6.437035	
14.394661	4.300358	8.594641	27.528047	
4.233740	5.566036	18.715631	1.831136	
3.988655	6.258888	18.237386	2.659259	
6.194679	5.743721	16.422291	4.618748	
21.600972	6.871504	2.039935	28.551766	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.139233	12.287935	20.000000	0.011871	
2.344691	15.053862	18.850177	0.336115	
5.404046	10.832509	17.123179	2.740657	
4.846018	8.839730	17.537260	2.037522	
4.634659	9.302084	17.662082	1.577313	
6.464945	5.764521	16.242951	4.954021	
8.024885	5.405413	15.207006	4.951470	
5.644832	6.068508	16.894305	2.582801	
4.499637	8.760608	17.345584	1.481527	
4.721752	7.274855	17.760985	2.274276	
2.430575	5.070511	19.906128	0.880370	
0.457876	9.683509	21.863146	0.092523	
6.179381	7.566192	16.908102	3.914447	
9.313526	8.199738	14.328233	7.419766	
6.270352	9.254568	16.938901	3.992370	
3.120519	3.706144	19.458240	1.366391	
4.621266	4.606048	17.790955	0.907274	
4.007557	7.744627	18.148707	1.023284	
7.433818	9.200405	15.356891	5.955654	
3.413798	8.445510	18.534248	1.146778	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
11.434309	6.288294	11.377143	9.118359	
2.873143	9.082657	18.836604	0.745706	
2.327408	10.211849	19.742984	0.489097	
4.226467	21.199841	18.612263	1.285981	
4.408180	17.772414	18.440982	1.419069	
5.864597	8.808043	17.009392	2.718197	
5.158788	8.994866	17.482903	2.492791	
5.246070	6.728475	17.055500	3.013529	
1.428835	6.554547	21.715547	0.422327	
9.918385	5.687494	12.776782	7.860721	
4.481122	7.363059	17.283116	1.974111	
4.459376	7.292741	17.721155	1.931754	
3.883608	3.669557	18.386681	1.022032	
2.740675	5.617050	18.603226	0.608437	
13.742101	5.645130	8.831130	13.196681	
8.557530	7.441872	14.520902	6.129934	
6.300561	12.010976	17.040679	3.567914	
5.326385	6.071758	17.487289	3.389752	
3.585891	2.511481	17.570219	1.286442	
3.541237	5.081550	18.702018	0.994015	
3.425993	7.691044	18.848528	1.262092	
3.009470	9.289759	18.688731	1.124515	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
22.673385	6.795852	0.000000	24.490037	
4.819872	10.681520	18.140966	1.790493	
1.780791	18.574343	19.986286	0.240224	
0.825189	18.393390	19.000000	0.041206	
1.026981	9.783955	19.000000	0.062001	
5.434291	6.282659	16.966241	3.161001	
4.213065	7.837835	17.618183	1.600828	
4.239446	7.486787	18.048274	1.635412	
5.301383	5.524211	17.482758	2.407319	
19.183817	5.445861	4.122259	37.741020	
3.479096	8.359282	18.506908	0.734782	
1.761729	9.940506	19.874390	0.312942	
1.977854	4.956370	19.898084	0.608587	
6.537006	5.103686	15.945601	3.359965	
15.367547	6.560969	7.256727	22.575254	
7.789476	4.902168	14.941272	6.071463	
7.375823	8.004957	15.620344	5.573535	
5.607737	12.378653	17.229358	3.063607	
2.865753	6.673044	19.023288	0.972295	
2.404739	2.649626	19.794903	0.748418	
2.171187	4.616861	19.913348	0.345475	
3.990622	7.229063	18.184324	1.467542	
3.102656	10.932217	18.468868	0.973102	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.482507	23.930118	17.900098	2.306480	
1.434286	25.266183	19.968349	0.115090	
0.931906	17.354598	19.000000	0.022114	
2.469718	18.020747	18.997267	0.178632	
6.635100	14.601434	16.629013	3.905083	
22.977890	7.056139	0.000042	85.692218	
1.536931	8.173160	19.672885	0.251199	
5.000125	9.760015	17.551571	2.129759	
6.395308	6.410229	16.705058	4.216763	
3.535986	4.357584	18.586012	1.234975	
3.450242	7.016322	18.455638	1.041151	
5.417861	9.320680	17.098874	2.087488	
4.354378	5.595951	17.764542	2.095369	
6.347704	4.242061	16.652527	3.595385	
8.843907	8.917659	14.606689	7.642872	
7.168479	8.173841	16.205979	5.135574	
5.231736	5.077948	17.522934	2.471315	
3.848092	9.464982	18.377259	1.165875	
4.487373	12.792960	18.242501	1.311091	
5.445863	8.763468	17.269254	2.999183	
6.917148	6.005297	15.780434	6.029582	
3.472841	6.015192	18.952861	0.859805	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
1.303896	33.128797	19.991853	0.148269	
1.297686	15.179271	19.980353	0.203368	
9.612395	9.516386	13.429918	11.003877	
5.431866	13.408467	17.232922	3.221585	
3.979165	8.303093	18.098909	1.950466	
2.591205	6.158703	18.826293	0.711564	
4.227600	10.117386	17.808875	1.693745	
5.219470	8.505487	16.972794	2.597873	
5.849567	5.481019	16.802330	4.063891	
8.529116	4.673545	14.622009	7.566092	
7.336443	6.774400	15.289808	3.401060	
4.294202	7.009834	17.669011	1.200962	
2.252761	4.158078	19.835405	0.509002	
8.699669	6.052057	14.120057	6.456561	
19.604798	9.001948	3.770362	47.704399	
21.683767	6.624678	2.202336	48.837594	
3.563375	5.168594	18.668320	1.190266	
5.151982	8.504188	17.651221	2.331074	
5.442745	13.529877	17.134141	2.795358	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.034000	14.529061	18.274001	1.484334	
6.514863	7.242219	15.568812	7.253817	
6.367687	5.941157	16.091982	5.239876	
5.213299	6.846974	17.392927	2.799463	
10.448090	0.416004	17.000012	0.004518	
3.651882	5.363730	18.472923	1.650380	
4.479905	6.772585	17.411270	1.597260	
5.599876	8.151743	16.403304	3.192969	
6.335174	7.775176	16.016946	5.322155	
8.624564	6.855697	14.437972	6.674269	
4.400045	6.376381	17.624108	2.018049	
0.078133	13.294556	21.000000	0.012723	
1.911346	10.677710	19.810041	0.456679	
5.375561	5.649230	16.385275	3.865973	
13.213889	4.918247	9.022946	19.885575	
9.145927	6.831847	13.727512	8.973202	
8.616806	6.378910	14.802589	6.865433	
22.936622	4.200025	0.000005	47.284268	
4.916211	10.204305	17.943748	2.038376	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
16.065422	6.247847	7.045144	2.711205	
0.371191	14.058105	19.999999	0.041894	
3.264543	9.970375	18.260010	1.124291	
4.046968	6.219947	17.908458	1.764831	
6.006702	6.744013	16.861662	3.767646	
2.522319	7.377784	19.781540	0.602078	
4.310000	6.057740	18.620495	1.296036	
6.101429	6.225443	16.237728	3.644014	
7.109618	8.859066	15.318961	6.339446	
5.071224	8.472272	17.240268	2.267230	
5.373127	6.848993	17.571331	2.293543	
4.577518	5.599807	17.947138	3.636668	
3.503143	7.794221	18.441078	1.622604	
4.339191	10.903557	17.826669	1.820000	
4.151209	8.651788	18.047779	1.601992	
4.994171	6.748564	17.507563	2.235467	
2.826351	5.089746	18.573728	0.558273	
3.937084	5.284646	17.933566	1.188793	
23.825104	7.083953	0.000000	46.386703	
7.482558	5.798712	15.926473	6.001406	
3.741477	4.273698	18.909710	1.181368	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.981976	14.120473	17.604098	1.274790	
4.311465	10.326055	17.917577	1.780645	
4.049182	6.269989	18.513749	1.166842	
2.942511	5.611960	18.352022	0.807228	
2.782609	5.745875	19.309480	1.089687	
1.769077	5.569135	19.977690	0.399007	
2.615422	5.683720	19.570131	1.415101	
6.702714	9.089503	15.763268	5.606641	
4.379782	10.465798	17.919820	1.521475	
5.291888	8.498110	17.611237	2.422429	
2.513296	5.254816	18.833905	0.595375	
2.371733	4.658879	18.903630	0.472251	
4.958592	7.232924	17.340114	2.443818	
5.130170	9.648916	17.237042	2.040886	
9.288230	8.390279	13.706112	8.171987	
5.297367	8.192897	17.099687	2.500139	
5.513876	7.916475	17.422464	2.646179	
6.323631	6.529718	16.705598	3.803383	
12.449908	8.299518	10.831974	14.971913	
4.635769	8.303835	18.311244	1.422755	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.487054	14.571943	16.114485	2.161148	
2.486379	4.709052	17.912789	0.258600	
0.106457	5.834452	20.000000	0.007500	
3.538339	8.083223	18.591889	0.988080	
4.871505	7.291393	17.458697	2.608158	
4.055724	5.809661	17.611672	1.868681	
23.107044	4.301708	0.000185	89.202585	
5.060424	6.149744	17.540518	2.376690	
3.922222	8.015359	18.132352	1.391810	
4.315143	8.824057	18.092951	2.256755	
5.271382	7.988808	17.192808	2.665878	
6.035453	6.122371	16.864982	2.964133	
5.314128	4.517873	17.890789	2.615943	
14.978422	5.140221	7.993271	29.062933	
22.936438	6.015970	0.000023	62.290849	
6.421187	6.816769	16.377685	3.214539	
3.967315	8.579091	18.552221	1.321791	
2.670559	8.727634	19.511104	0.708040	
7.662337	8.153576	15.914426	6.192007	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
2.323218	7.130477	18.952501	0.379291	
1.899751	5.976871	19.725702	0.384982	
1.442540	6.614278	19.978484	0.265032	
0.220106	10.563548	20.999999	0.039335	
4.588545	7.602115	17.789545	2.224240	
6.752363	7.447137	16.193749	4.422091	
5.575486	5.839621	16.923225	3.090999	
2.825937	4.474868	18.988880	0.985293	
3.392920	5.828759	18.809955	1.800925	
6.100202	7.377828	16.449161	3.993411	
8.314808	6.714806	14.653533	5.724126	
8.908735	5.863324	14.221708	6.857059	
5.181548	4.646864	17.263112	4.574346	
5.427229	5.679665	17.067659	3.170429	
9.210606	5.148773	14.715057	5.032629	
23.529067	5.369383	0.000059	31.524014	
10.858058	5.163521	12.426970	11.665792	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
1.281877	5.343557	19.925663	0.199371	
3.930435	7.417927	17.813455	0.838007	
3.849745	10.666014	18.190626	0.951460	
8.186441	9.035340	14.807612	8.147657	
6.276384	6.628284	16.307644	5.169379	
4.060267	6.736271	18.086608	1.486679	
1.984588	5.610755	19.817562	0.352487	
1.566401	6.431547	19.938471	0.298513	
1.257738	5.955051	20.370885	0.255762	
0.697748	6.122083	20.893394	0.146344	
4.642617	6.725031	17.674159	1.599027	
12.083223	7.222902	11.392168	14.066619	
6.440865	8.043076	16.549876	3.877149	
6.175158	8.139298	16.560594	4.888248	
4.571980	6.397433	17.852895	2.949621	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.198567	11.527706	19.000000	0.019540	
1.688146	13.884437	18.868075	0.271151	
2.577163	12.385814	19.192542	0.589408	
7.628943	6.872640	14.980790	5.491198	
4.805761	7.714693	17.699566	1.730060	
7.019698	8.936520	16.254101	4.210640	
9.484367	8.112581	13.798810	6.876693	
23.366674	5.626792	0.000106	67.096615	
22.809814	4.096867	0.000312	43.792097	
1.295144	6.405373	21.579107	0.446769	
8.022415	7.459815	15.680025	6.165273	
6.449248	8.338363	16.942930	4.119456	
22.806841	6.826656	0.000109	66.681428	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
1.019641	13.306378	19.914565	0.193557	
5.387365	14.563838	17.465686	2.649738	
2.916486	14.505562	19.601246	0.711457	
1.174270	12.953524	20.836166	0.257769	
5.412886	7.094836	17.409799	3.092876	
6.195244	6.828020	16.510640	4.119745	
8.575910	8.256464	14.183419	10.637232	
8.068229	6.688485	14.928184	8.026966	
2.909380	6.176818	19.000000	0.741882	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.893152	22.111197	18.720928	0.940968	
2.835933	13.890202	19.781260	0.467429	
23.576668	5.939380	0.000456	64.985580	
15.158754	5.701072	8.271577	24.764600	
6.957135	9.742797	16.078517	4.401133	
2.887605	14.558635	19.543311	0.473199	
21.170912	14.141128	3.039037	36.630269	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.129362	11.406759	18.219410	1.459885	
22.430698	10.477152	0.000001	67.908677	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.015489	37.195810	19.586556	1.880119	
24.648865	35.290953	0.000001	76.497640	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
9.809069	6.934784	13.982287	12.470573	
2.109573	8.212850	19.924912	0.310808	
3.032742	6.371356	18.880047	0.749988	
3.112329	6.659861	18.895747	0.434420	
19.138212	5.980982	2.746035	99.999858	
0.715404	7.504831	19.998065	0.076392	
5.894535	4.674973	16.239927	4.330960	
51.525581	7.480203	18.000000	0.056835	
6.567208	18.636545	15.358779	4.253437	
NaN	NaN	NaN	NaN	
17.182810	7.442679	0.000001	3.262698	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.614333	7.311675	18.185938	2.007678	
3.458716	6.759865	18.701558	0.851934	
3.631560	6.244220	18.552694	1.307299	
2.937479	7.397195	18.783451	0.905093	
2.891034	5.186754	18.600486	1.063462	
2.143683	6.117843	18.923614	0.412295	
11.954869	6.069401	11.808118	7.894504	
5.052281	7.530125	17.838656	1.386905	
5.432853	8.534816	17.320569	2.124271	
11.315240	11.352298	12.251970	9.802054	
6.249071	13.442864	17.626115	2.009620	
5.173146	21.601274	18.305160	1.356350	
11.388873	29.599410	12.804216	11.681827	
10.376212	18.907485	14.707915	5.658250	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.655367	7.574057	17.705197	2.022939	
3.872951	8.166847	18.458329	1.179466	
4.520101	7.142796	17.845344	1.132575	
4.875510	5.770706	17.643426	1.086394	
0.564764	6.868078	20.971021	0.076636	
3.382912	6.836004	18.515100	0.762139	
5.247209	8.372550	17.366729	2.741193	
5.274615	7.370352	16.396113	2.510340	
3.917235	8.716753	18.069196	2.157604	
5.491258	8.021234	16.977883	2.586672	
2.384472	7.896227	18.714814	0.580500	
2.605365	3.290589	19.000000	0.014943	
23.457519	7.792831	0.000033	50.073593	
22.910914	10.278224	0.000001	57.307630	
6.458249	16.887425	16.791123	3.602631	
4.555364	22.073071	18.785660	1.696243	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.686067	11.657463	17.350135	2.963467	
4.657914	9.697289	17.615079	1.634441	
2.540826	7.223842	18.938270	0.366937	
2.625443	5.243872	19.304272	0.514750	
22.712327	5.439852	0.000007	52.867993	
22.605258	5.166770	0.000036	54.772787	
3.393812	5.886429	18.173368	1.218909	
12.380691	8.752582	10.248708	16.852851	
5.147735	9.239092	16.947076	2.738606	
1.180350	11.022603	19.946847	0.184017	
5.969960	7.855407	16.887095	2.827810	
5.643617	6.554685	16.672716	3.228441	
8.826183	7.970922	15.275130	5.447053	
5.992263	14.092218	17.923551	1.813162	
2.385422	13.766771	19.550603	0.399143	
8.577950	11.808926	14.166722	7.623236	
5.400545	15.609599	17.822412	3.178307	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.785933	6.571909	18.224049	1.792906	
4.023726	8.077178	18.441545	1.302889	
8.829001	8.737310	14.191073	6.401553	
8.258690	3.759785	14.231330	5.600803	
5.239190	3.511211	17.008178	4.753566	
6.927392	4.514930	15.768341	4.544775	
4.004635	5.278579	18.718839	1.226624	
7.369809	6.973216	15.444419	4.958532	
4.819983	8.609349	17.524684	1.676952	
8.475537	8.331910	14.331215	7.240964	
4.933713	10.028277	17.696125	1.287334	
6.667278	8.163832	15.985106	4.035659	
8.318812	7.120515	14.001667	6.887521	
3.103913	7.167158	18.904650	0.296688	
3.118096	9.742865	18.956549	0.302252	
4.902173	11.956795	17.873639	2.081868	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
2.783361	7.399533	18.999934	0.706960	
4.650329	13.818608	18.590333	1.037642	
4.798964	10.102787	18.563515	1.181355	
3.082023	5.853150	19.635666	0.611991	
5.474806	6.458052	18.038480	1.842057	
24.245210	2.895693	0.000054	38.077604	
4.566909	2.729936	18.146074	0.584670	
4.248561	5.614521	18.656134	1.263713	
3.055137	3.978669	19.486720	0.697297	
3.693659	5.981342	18.409859	1.215318	
3.750251	6.456575	18.003289	1.982989	
3.604290	7.218546	18.331662	0.958058	
3.711436	10.456063	18.719995	0.685986	
4.543941	7.751195	18.639382	1.277260	
9.904597	6.150837	13.526651	10.272993	
8.689479	10.292675	15.026501	5.496123	
9.694210	12.953997	14.718943	5.286306	
23.813936	7.416713	0.000042	35.662682	
2.047902	4.137494	18.624046	1.802998	
4.129477	4.387015	15.710795	0.346313	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.176764	27.409420	18.588770	1.742694	
1.925259	17.739186	20.774315	0.284985	
2.566972	11.838745	20.264940	0.550190	
10.942274	8.271907	13.189854	11.181505	
23.908436	5.798664	1.403231	51.489320	
5.327434	6.453669	18.588278	0.894716	
5.101337	4.293302	18.215825	0.815630	
1.391729	3.555657	20.893669	0.169775	
23.613102	2.025924	0.000002	10.778709	
1.702307	4.132829	18.863232	0.193635	
6.574951	7.366351	16.100643	4.012138	
3.057077	6.970760	18.887237	0.797471	
0.892735	9.407127	19.985147	0.113626	
5.005232	7.249014	18.050778	1.747464	
6.506500	5.803906	15.653810	4.372699	
3.304599	9.778534	19.583195	0.530953	
2.453644	8.710890	19.885404	0.302489	
6.217069	9.478445	16.429567	2.731297	
3.803258	9.979965	18.612246	0.785554	
6.084043	4.024938	15.333124	12.181072	
1.993241	1.891863	18.000000	0.133000	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.947609	6.560530	18.008517	3.219586	
7.696316	4.404518	15.387246	4.283169	
5.568175	4.456691	16.827109	2.931449	
5.704425	8.851932	17.321378	2.756446	
1.537852	11.844641	20.591463	0.252596	
23.303090	2.683632	0.000005	77.349991	
22.917828	2.165842	0.000000	2.418373	
24.043376	1.853917	0.798904	4.731038	
6.353130	1.512739	12.000003	0.117275	
25.922030	3.367285	0.000022	15.004651	
4.448697	2.610407	18.182617	1.556080	
4.733235	6.265717	18.195257	1.583894	
0.050836	7.804502	22.000000	0.009601	
2.744696	7.663400	18.695860	0.851993	
5.789071	8.883159	17.225083	2.326608	
8.196954	6.677361	15.120890	5.065473	
2.763685	6.886939	19.828813	0.593778	
5.018066	7.967744	18.793962	2.305698	
4.167413	7.346873	18.543816	1.034423	
4.653613	9.015115	17.923492	1.482681	
0.278165	6.469400	19.000000	0.018094	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.453481	6.320711	18.769864	1.399050	
6.461897	7.022981	16.539992	2.677323	
2.838130	6.984750	18.781266	0.547786	
3.864749	6.435434	17.880149	1.135935	
7.585020	6.932330	15.349771	4.906617	
4.830998	5.762994	17.453891	2.689097	
3.558825	7.520616	18.302103	1.575599	
20.676971	2.678360	0.000000	1.650151	
14.371125	0.823809	2.000008	0.083555	
0.849200	1.156266	9.000000	0.046734	
22.123589	1.935618	0.000002	2.720522	
5.256013	2.002880	19.618470	1.426276	
3.156585	3.609178	19.743328	1.434277	
5.851057	6.860887	17.323543	2.575107	
5.292147	6.585926	17.654734	1.485061	
3.682938	5.714308	18.499100	0.573773	
7.236951	5.902828	16.826309	3.434463	
5.926643	6.723293	17.777247	1.777963	
4.396273	7.154097	18.489539	0.703496	
4.912148	7.793719	18.198232	1.718042	
6.972558	8.734046	16.447653	3.162953	
4.718231	7.482756	17.504525	1.473776	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
6.202829	11.653112	17.319190	3.358437	
8.014381	10.326457	14.692447	6.202967	
4.170008	8.080120	17.491286	1.873799	
3.950808	5.985024	17.888946	1.741704	
4.237579	6.202982	17.228778	2.218841	
5.760006	5.577590	16.362856	4.812725	
4.332007	5.908489	17.812053	2.304788	
4.562480	5.881242	18.073415	2.070996	
3.486028	3.656455	18.946863	1.082371	
25.807907	1.314419	0.000030	5.374919	
81.023956	0.677126	1.798633	0.098280	
23.357640	1.402800	0.000000	4.822190	
2.054321	3.386855	20.486516	0.822641	
3.335307	4.142827	19.652480	1.581825	
8.046868	4.831286	15.625288	3.397528	
4.732119	5.134696	17.893716	1.494667	
5.414038	6.883230	17.954411	1.685100	
4.306180	6.264398	18.829466	0.999856	
6.608398	6.513564	16.626363	1.869052	
6.436773	7.602134	16.818261	1.778212	
4.786279	7.253385	17.753800	1.239130	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.541680	16.503337	18.556595	1.658188	
5.153936	15.459752	18.816449	1.862896	
4.872574	15.058842	18.143970	1.587676	
5.859435	7.175663	16.997694	2.354340	
