Dim1	Dim2	Coupe	Value
57	47	1	2.000000
57	48	1	2.000000
57	49	1	1.000000
57	51	1	1.000000
57	52	1	1.000000
58	27	1	1.000000
58	28	1	2.000000
58	29	1	2.000000
58	30	1	2.000000
58	31	1	2.000000
58	32	1	2.000000
58	33	1	2.000000
58	34	1	2.000000
58	35	1	2.000000
58	36	1	2.000000
58	37	1	2.000000
58	38	1	2.000000
58	39	1	2.000000
58	40	1	2.000000
58	41	1	2.000000
58	42	1	2.000000
58	43	1	2.000000
58	44	1	2.000000
58	45	1	2.000000
58	46	1	2.000000
58	47	1	2.000000
58	48	1	2.000000
58	49	1	1.000000
59	27	1	1.000000
59	28	1	2.000000
59	29	1	2.000000
59	30	1	2.000000
59	31	1	2.000000
59	32	1	2.000000
59	33	1	2.000000
59	34	1	2.000000
59	35	1	2.000000
59	36	1	2.000000
59	37	1	2.000000
59	38	1	2.000000
59	39	1	2.000000
59	40	1	2.000000
59	41	1	2.000000
59	42	1	2.000000
59	43	1	2.000000
59	44	1	2.000000
59	45	1	2.000000
59	46	1	2.000000
59	47	1	2.000000
59	48	1	1.000000
59	49	1	1.000000
60	27	1	1.000000
60	28	1	1.000000
60	29	1	2.000000
60	30	1	2.000000
60	31	1	2.000000
60	32	1	2.000000
60	33	1	2.000000
60	34	1	2.000000
60	35	1	2.000000
60	36	1	2.000000
60	37	1	2.000000
60	38	1	2.000000
60	39	1	2.000000
60	40	1	2.000000
60	41	1	2.000000
60	42	1	2.000000
60	43	1	2.000000
60	44	1	2.000000
60	45	1	2.000000
60	46	1	2.000000
60	47	1	2.000000
60	48	1	1.000000
60	49	1	1.000000
60	50	1	1.000000
61	28	1	1.000000
61	29	1	2.000000
61	30	1	2.000000
61	31	1	2.000000
61	32	1	2.000000
61	33	1	2.000000
61	34	1	2.000000
61	35	1	2.000000
61	36	1	2.000000
61	37	1	2.000000
61	38	1	2.000000
61	39	1	2.000000
61	40	1	2.000000
61	41	1	2.000000
61	42	1	2.000000
61	43	1	2.000000
61	44	1	2.000000
61	45	1	2.000000
61	46	1	2.000000
61	47	1	2.000000
61	48	1	2.000000
61	49	1	2.000000
61	50	1	2.000000
61	51	1	1.000000
62	25	1	2.000000
62	26	1	2.000000
62	28	1	1.000000
62	29	1	2.000000
62	30	1	2.000000
62	31	1	2.000000
62	32	1	2.000000
62	33	1	2.000000
62	34	1	2.000000
62	35	1	2.000000
62	36	1	2.000000
62	37	1	2.000000
62	38	1	2.000000
62	39	1	2.000000
62	40	1	2.000000
62	41	1	2.000000
62	42	1	2.000000
62	43	1	2.000000
62	44	1	2.000000
62	45	1	2.000000
62	46	1	2.000000
62	47	1	2.000000
62	48	1	2.000000
62	49	1	2.000000
62	50	1	2.000000
62	51	1	1.000000
63	25	1	1.000000
63	26	1	1.000000
63	27	1	1.000000
63	28	1	1.000000
63	29	1	1.000000
63	30	1	2.000000
63	31	1	2.000000
63	32	1	2.000000
63	33	1	2.000000
63	34	1	2.000000
63	35	1	2.000000
63	36	1	2.000000
63	37	1	2.000000
63	38	1	2.000000
63	39	1	2.000000
63	40	1	2.000000
63	41	1	2.000000
63	42	1	2.000000
63	43	1	2.000000
63	44	1	2.000000
63	45	1	2.000000
63	46	1	2.000000
63	47	1	2.000000
63	48	1	2.000000
63	49	1	2.000000
63	50	1	2.000000
63	51	1	1.000000
64	25	1	1.000000
64	26	1	1.000000
64	27	1	1.000000
64	28	1	1.000000
64	29	1	1.000000
64	30	1	2.000000
64	31	1	2.000000
64	32	1	2.000000
64	33	1	2.000000
64	34	1	2.000000
64	35	1	2.000000
64	36	1	2.000000
64	37	1	2.000000
64	38	1	2.000000
64	39	1	2.000000
64	40	1	2.000000
64	41	1	2.000000
64	42	1	2.000000
64	43	1	2.000000
64	44	1	2.000000
64	45	1	2.000000
64	46	1	2.000000
64	47	1	2.000000
64	48	1	2.000000
64	49	1	2.000000
64	50	1	1.000000
65	26	1	1.000000
65	27	1	2.000000
65	28	1	1.000000
65	29	1	1.000000
65	30	1	2.000000
65	31	1	2.000000
65	32	1	2.000000
65	33	1	2.000000
65	34	1	2.000000
65	35	1	2.000000
65	36	1	2.000000
65	37	1	2.000000
65	38	1	2.000000
65	39	1	2.000000
65	40	1	2.000000
65	41	1	2.000000
65	42	1	2.000000
65	43	1	2.000000
65	44	1	2.000000
65	45	1	2.000000
65	46	1	2.000000
65	47	1	2.000000
65	48	1	2.000000
65	49	1	1.000000
65	50	1	1.000000
66	24	1	2.000000
66	25	1	2.000000
66	26	1	2.000000
66	27	1	2.000000
66	28	1	2.000000
66	29	1	1.000000
66	30	1	1.000000
66	31	1	1.000000
66	32	1	2.000000
66	33	1	2.000000
66	34	1	2.000000
66	35	1	2.000000
66	36	1	2.000000
66	37	1	2.000000
66	38	1	2.000000
66	39	1	1.000000
66	40	1	2.000000
66	41	1	2.000000
66	42	1	2.000000
66	43	1	2.000000
66	44	1	2.000000
66	45	1	2.000000
66	46	1	2.000000
66	47	1	2.000000
66	48	1	1.000000
66	49	1	2.000000
66	50	1	2.000000
66	51	1	2.000000
66	52	1	1.000000
66	53	1	1.000000
67	25	1	2.000000
67	26	1	2.000000
67	27	1	1.000000
67	28	1	2.000000
67	29	1	2.000000
67	30	1	1.000000
67	31	1	1.000000
67	32	1	1.000000
67	33	1	1.000000
67	34	1	2.000000
67	35	1	2.000000
67	36	1	1.000000
67	37	1	1.000000
67	38	1	1.000000
67	39	1	1.000000
67	40	1	2.000000
67	41	1	2.000000
67	42	1	2.000000
67	43	1	2.000000
67	44	1	2.000000
67	45	1	2.000000
67	46	1	1.000000
67	47	1	1.000000
67	48	1	2.000000
67	49	1	2.000000
67	50	1	2.000000
67	51	1	2.000000
67	52	1	2.000000
67	53	1	1.000000
67	54	1	1.000000
68	28	1	2.000000
68	29	1	2.000000
68	30	1	2.000000
68	31	1	1.000000
68	32	1	1.000000
68	33	1	1.000000
68	35	1	1.000000
68	36	1	1.000000
68	37	1	2.000000
68	38	1	2.000000
68	39	1	2.000000
68	40	1	2.000000
68	41	1	2.000000
68	42	1	2.000000
68	43	1	2.000000
68	44	1	2.000000
68	45	1	2.000000
68	46	1	1.000000
68	47	1	2.000000
68	48	1	2.000000
68	49	1	2.000000
68	50	1	2.000000
68	51	1	2.000000
68	52	1	2.000000
68	53	1	2.000000
68	54	1	1.000000
69	29	1	1.000000
69	31	1	2.000000
69	33	1	2.000000
69	34	1	1.000000
69	35	1	2.000000
69	37	1	2.000000
69	38	1	2.000000
69	39	1	2.000000
69	40	1	2.000000
69	41	1	2.000000
69	42	1	2.000000
69	43	1	2.000000
69	44	1	2.000000
69	45	1	2.000000
69	46	1	2.000000
69	47	1	2.000000
69	48	1	2.000000
69	49	1	2.000000
69	50	1	2.000000
69	51	1	2.000000
69	52	1	2.000000
69	53	1	2.000000
69	54	1	1.000000
70	30	1	1.000000
70	33	1	1.000000
70	34	1	1.000000
70	35	1	2.000000
70	36	1	2.000000
70	37	1	1.000000
70	38	1	2.000000
70	39	1	1.000000
70	40	1	2.000000
70	41	1	2.000000
70	42	1	2.000000
70	43	1	2.000000
70	44	1	2.000000
70	45	1	1.000000
70	46	1	2.000000
70	47	1	2.000000
70	48	1	2.000000
70	49	1	2.000000
70	50	1	2.000000
70	51	1	2.000000
70	52	1	2.000000
70	53	1	2.000000
71	30	1	1.000000
71	35	1	2.000000
71	36	1	2.000000
71	37	1	2.000000
71	38	1	2.000000
71	39	1	1.000000
71	40	1	2.000000
71	41	1	2.000000
71	42	1	1.000000
71	43	1	1.000000
71	44	1	1.000000
71	46	1	2.000000
71	47	1	2.000000
71	48	1	2.000000
71	49	1	2.000000
71	50	1	2.000000
71	51	1	2.000000
71	52	1	2.000000
71	53	1	1.000000
72	33	1	1.000000
72	34	1	1.000000
72	35	1	1.000000
72	36	1	2.000000
72	37	1	2.000000
72	38	1	2.000000
72	39	1	2.000000
72	40	1	2.000000
72	41	1	2.000000
72	42	1	2.000000
72	43	1	2.000000
72	44	1	2.000000
72	46	1	2.000000
72	47	1	2.000000
72	48	1	2.000000
72	49	1	2.000000
72	50	1	2.000000
72	51	1	2.000000
72	52	1	1.000000
72	53	1	1.000000
72	54	1	1.000000
73	32	1	2.000000
73	33	1	2.000000
73	34	1	2.000000
73	35	1	1.000000
73	36	1	1.000000
73	37	1	2.000000
73	38	1	2.000000
73	39	1	2.000000
73	40	1	2.000000
73	41	1	2.000000
73	42	1	2.000000
73	43	1	2.000000
73	44	1	2.000000
73	45	1	1.000000
73	46	1	2.000000
73	47	1	2.000000
73	48	1	2.000000
73	49	1	2.000000
73	50	1	2.000000
73	51	1	2.000000
73	52	1	1.000000
73	53	1	2.000000
73	54	1	2.000000
74	28	1	1.000000
74	29	1	1.000000
74	30	1	2.000000
74	31	1	2.000000
74	32	1	2.000000
74	33	1	2.000000
74	34	1	2.000000
74	35	1	1.000000
74	37	1	1.000000
74	38	1	2.000000
74	39	1	2.000000
74	40	1	2.000000
74	41	1	2.000000
74	42	1	2.000000
74	43	1	2.000000
74	44	1	2.000000
74	45	1	2.000000
74	46	1	1.000000
74	47	1	1.000000
74	48	1	2.000000
74	49	1	2.000000
74	50	1	1.000000
74	52	1	1.000000
74	54	1	2.000000
75	27	1	1.000000
75	28	1	1.000000
75	29	1	2.000000
75	30	1	2.000000
75	31	1	2.000000
75	32	1	2.000000
75	33	1	2.000000
75	34	1	2.000000
75	35	1	2.000000
75	36	1	1.000000
75	38	1	2.000000
75	39	1	2.000000
75	40	1	2.000000
75	41	1	2.000000
75	42	1	2.000000
75	43	1	2.000000
75	44	1	2.000000
75	45	1	2.000000
75	46	1	1.000000
75	47	1	1.000000
75	48	1	1.000000
75	51	1	1.000000
76	27	1	1.000000
76	28	1	1.000000
76	29	1	2.000000
76	30	1	2.000000
76	31	1	2.000000
76	32	1	2.000000
76	33	1	2.000000
76	34	1	2.000000
76	35	1	2.000000
76	36	1	2.000000
76	37	1	1.000000
76	38	1	1.000000
76	39	1	2.000000
76	40	1	2.000000
76	41	1	2.000000
76	42	1	2.000000
76	43	1	2.000000
76	44	1	2.000000
76	45	1	2.000000
76	46	1	2.000000
76	47	1	2.000000
76	48	1	2.000000
76	49	1	1.000000
76	51	1	1.000000
77	26	1	1.000000
77	27	1	1.000000
77	28	1	1.000000
77	29	1	2.000000
77	30	1	2.000000
77	31	1	2.000000
77	32	1	2.000000
77	33	1	2.000000
77	34	1	2.000000
77	35	1	2.000000
77	36	1	2.000000
77	37	1	2.000000
77	38	1	1.000000
77	39	1	1.000000
77	40	1	2.000000
77	41	1	2.000000
77	42	1	2.000000
77	43	1	2.000000
77	44	1	2.000000
77	45	1	2.000000
77	46	1	2.000000
77	47	1	2.000000
77	48	1	2.000000
77	49	1	1.000000
77	51	1	1.000000
77	52	1	1.000000
78	26	1	2.000000
78	27	1	1.000000
78	28	1	1.000000
78	29	1	2.000000
78	30	1	2.000000
78	31	1	2.000000
78	32	1	2.000000
78	33	1	2.000000
78	34	1	2.000000
78	35	1	2.000000
78	36	1	2.000000
78	37	1	2.000000
78	38	1	2.000000
78	39	1	2.000000
78	40	1	2.000000
78	41	1	2.000000
78	42	1	2.000000
78	43	1	2.000000
78	44	1	2.000000
78	45	1	2.000000
78	46	1	2.000000
78	47	1	2.000000
78	48	1	2.000000
78	49	1	1.000000
79	26	1	2.000000
79	27	1	1.000000
79	28	1	1.000000
79	29	1	2.000000
79	30	1	2.000000
79	31	1	2.000000
79	32	1	2.000000
79	33	1	2.000000
79	34	1	2.000000
79	35	1	2.000000
79	36	1	2.000000
79	37	1	2.000000
79	38	1	2.000000
79	39	1	2.000000
79	40	1	2.000000
79	41	1	2.000000
79	42	1	2.000000
79	43	1	2.000000
79	44	1	2.000000
79	45	1	2.000000
79	46	1	2.000000
79	47	1	2.000000
79	48	1	2.000000
79	49	1	1.000000
80	26	1	2.000000
80	27	1	1.000000
80	28	1	1.000000
80	29	1	2.000000
80	30	1	2.000000
80	31	1	2.000000
80	32	1	2.000000
80	33	1	2.000000
80	34	1	2.000000
80	35	1	2.000000
80	36	1	2.000000
80	37	1	2.000000
80	38	1	2.000000
80	39	1	2.000000
80	40	1	2.000000
80	41	1	2.000000
80	42	1	2.000000
80	43	1	2.000000
80	44	1	2.000000
80	45	1	2.000000
80	46	1	2.000000
80	47	1	2.000000
80	48	1	1.000000
80	49	1	1.000000
81	26	1	2.000000
81	27	1	1.000000
81	28	1	1.000000
81	29	1	2.000000
81	30	1	2.000000
81	31	1	2.000000
81	32	1	2.000000
81	33	1	2.000000
81	34	1	2.000000
81	35	1	2.000000
81	36	1	2.000000
81	37	1	2.000000
81	38	1	2.000000
81	39	1	2.000000
81	40	1	2.000000
81	41	1	2.000000
81	42	1	2.000000
81	43	1	2.000000
81	44	1	2.000000
81	45	1	2.000000
81	46	1	1.000000
81	47	1	1.000000
82	26	1	1.000000
82	27	1	1.000000
82	28	1	1.000000
82	29	1	2.000000
82	30	1	2.000000
82	31	1	2.000000
82	32	1	2.000000
82	33	1	2.000000
82	34	1	2.000000
82	35	1	2.000000
82	36	1	2.000000
82	37	1	2.000000
82	38	1	2.000000
82	39	1	2.000000
82	40	1	2.000000
82	41	1	2.000000
82	42	1	2.000000
82	43	1	2.000000
82	44	1	2.000000
82	45	1	2.000000
82	46	1	1.000000
82	47	1	1.000000
83	28	1	1.000000
83	29	1	1.000000
83	30	1	2.000000
83	31	1	2.000000
83	32	1	2.000000
83	33	1	2.000000
83	34	1	2.000000
83	35	1	2.000000
83	36	1	2.000000
83	37	1	2.000000
83	38	1	2.000000
83	39	1	2.000000
83	40	1	2.000000
83	41	1	2.000000
83	42	1	2.000000
83	43	1	2.000000
83	44	1	2.000000
83	45	1	2.000000
83	46	1	1.000000
83	49	1	1.000000
84	29	1	1.000000
84	30	1	2.000000
84	31	1	2.000000
84	32	1	2.000000
84	33	1	2.000000
84	34	1	2.000000
84	35	1	2.000000
84	36	1	2.000000
84	37	1	2.000000
84	38	1	2.000000
84	39	1	2.000000
84	40	1	2.000000
84	41	1	2.000000
84	42	1	2.000000
84	43	1	2.000000
84	44	1	2.000000
84	45	1	2.000000
84	46	1	1.000000
84	48	1	1.000000
85	27	1	1.000000
85	28	1	1.000000
85	29	1	1.000000
85	30	1	2.000000
85	31	1	2.000000
85	32	1	2.000000
85	33	1	2.000000
85	34	1	2.000000
85	35	1	2.000000
85	36	1	2.000000
85	37	1	2.000000
85	38	1	2.000000
85	39	1	2.000000
85	40	1	2.000000
85	41	1	2.000000
85	42	1	2.000000
85	43	1	2.000000
85	44	1	2.000000
85	45	1	2.000000
85	46	1	1.000000
85	48	1	1.000000
86	26	1	1.000000
86	27	1	1.000000
86	29	1	1.000000
86	30	1	1.000000
86	31	1	2.000000
86	32	1	2.000000
86	33	1	2.000000
86	34	1	2.000000
86	35	1	2.000000
86	36	1	2.000000
86	37	1	2.000000
86	38	1	2.000000
86	39	1	2.000000
86	40	1	2.000000
86	41	1	2.000000
86	42	1	2.000000
86	43	1	2.000000
86	44	1	2.000000
86	45	1	1.000000
87	27	1	1.000000
87	28	1	1.000000
87	29	1	1.000000
87	30	1	1.000000
87	31	1	2.000000
87	32	1	2.000000
87	33	1	2.000000
87	34	1	2.000000
87	35	1	2.000000
87	36	1	2.000000
87	37	1	2.000000
87	38	1	2.000000
87	39	1	2.000000
87	40	1	2.000000
87	41	1	2.000000
87	42	1	2.000000
87	43	1	2.000000
87	44	1	2.000000
87	45	1	2.000000
87	48	1	1.000000
88	27	1	2.000000
88	28	1	2.000000
88	29	1	1.000000
88	30	1	1.000000
88	31	1	2.000000
88	32	1	2.000000
88	33	1	2.000000
88	34	1	2.000000
88	35	1	2.000000
88	36	1	2.000000
88	37	1	2.000000
88	38	1	2.000000
88	39	1	2.000000
88	40	1	2.000000
88	41	1	2.000000
88	42	1	2.000000
88	43	1	2.000000
88	44	1	2.000000
88	45	1	1.000000
88	47	1	1.000000
88	48	1	1.000000
89	28	1	1.000000
89	30	1	1.000000
89	31	1	1.000000
89	32	1	2.000000
89	33	1	2.000000
89	34	1	2.000000
89	35	1	2.000000
89	36	1	2.000000
89	37	1	2.000000
89	38	1	2.000000
89	39	1	2.000000
89	40	1	2.000000
89	41	1	2.000000
89	42	1	2.000000
89	43	1	1.000000
89	44	1	1.000000
89	45	1	1.000000
89	47	1	1.000000
90	28	1	2.000000
90	29	1	1.000000
90	31	1	1.000000
90	32	1	1.000000
90	33	1	1.000000
90	34	1	2.000000
90	35	1	2.000000
90	36	1	2.000000
90	37	1	2.000000
90	38	1	1.000000
90	39	1	2.000000
90	40	1	2.000000
90	41	1	2.000000
90	42	1	2.000000
90	43	1	1.000000
90	44	1	1.000000
90	47	1	1.000000
91	30	1	1.000000
91	32	1	1.000000
91	33	1	1.000000
91	34	1	1.000000
91	35	1	1.000000
91	36	1	2.000000
91	37	1	2.000000
91	38	1	2.000000
91	39	1	1.000000
91	40	1	2.000000
91	41	1	1.000000
91	42	1	1.000000
91	43	1	1.000000
91	47	1	2.000000
92	30	1	2.000000
92	31	1	1.000000
92	35	1	1.000000
92	36	1	1.000000
92	37	1	1.000000
92	38	1	1.000000
92	39	1	1.000000
92	40	1	1.000000
92	42	1	1.000000
92	45	1	1.000000
92	46	1	2.000000
93	31	1	2.000000
93	32	1	2.000000
93	36	1	1.000000
93	37	1	1.000000
93	38	1	1.000000
93	39	1	1.000000
93	43	1	1.000000
93	44	1	1.000000
93	45	1	1.000000
93	46	1	2.000000
94	33	1	1.000000
94	41	1	1.000000
94	42	1	1.000000
94	43	1	1.000000
94	44	1	1.000000
43	37	2	1.000000
43	38	2	1.000000
43	39	2	2.000000
43	40	2	2.000000
43	41	2	1.000000
43	42	2	2.000000
43	43	2	1.000000
44	33	2	1.000000
44	34	2	1.000000
44	35	2	1.000000
44	36	2	2.000000
44	37	2	2.000000
44	38	2	1.000000
44	39	2	1.000000
44	40	2	2.000000
44	41	2	2.000000
44	42	2	1.000000
44	43	2	1.000000
44	44	2	1.000000
45	32	2	1.000000
45	33	2	1.000000
45	34	2	2.000000
45	35	2	2.000000
45	36	2	2.000000
45	37	2	2.000000
45	38	2	2.000000
45	39	2	2.000000
45	40	2	2.000000
45	41	2	2.000000
45	42	2	2.000000
45	43	2	2.000000
45	44	2	2.000000
45	45	2	1.000000
45	48	2	1.000000
46	31	2	1.000000
46	32	2	1.000000
46	33	2	2.000000
46	34	2	2.000000
46	35	2	2.000000
46	36	2	2.000000
46	37	2	2.000000
46	38	2	2.000000
46	39	2	2.000000
46	40	2	2.000000
46	41	2	2.000000
46	42	2	2.000000
46	43	2	2.000000
46	44	2	2.000000
46	45	2	1.000000
46	48	2	1.000000
47	30	2	1.000000
47	31	2	1.000000
47	32	2	1.000000
47	33	2	1.000000
47	34	2	2.000000
47	35	2	2.000000
47	36	2	2.000000
47	37	2	2.000000
47	38	2	2.000000
47	39	2	2.000000
47	40	2	2.000000
47	41	2	2.000000
47	42	2	2.000000
47	43	2	2.000000
47	44	2	2.000000
47	45	2	2.000000
47	46	2	1.000000
47	49	2	1.000000
48	29	2	1.000000
48	30	2	1.000000
48	31	2	1.000000
48	32	2	1.000000
48	33	2	1.000000
48	34	2	2.000000
48	35	2	2.000000
48	36	2	2.000000
48	37	2	2.000000
48	38	2	2.000000
48	39	2	2.000000
48	40	2	2.000000
48	41	2	2.000000
48	42	2	2.000000
48	43	2	2.000000
48	44	2	2.000000
48	45	2	2.000000
48	46	2	1.000000
48	47	2	1.000000
48	49	2	1.000000
48	50	2	1.000000
49	28	2	1.000000
49	30	2	1.000000
49	31	2	1.000000
49	32	2	2.000000
49	33	2	2.000000
49	34	2	2.000000
49	35	2	2.000000
49	36	2	2.000000
49	37	2	2.000000
49	38	2	2.000000
49	39	2	2.000000
49	40	2	2.000000
49	41	2	2.000000
49	42	2	2.000000
49	43	2	2.000000
49	44	2	2.000000
49	45	2	2.000000
49	46	2	1.000000
49	47	2	1.000000
49	49	2	1.000000
49	50	2	1.000000
50	28	2	1.000000
50	29	2	1.000000
50	30	2	1.000000
50	31	2	1.000000
50	32	2	2.000000
50	33	2	2.000000
50	34	2	2.000000
50	35	2	2.000000
50	36	2	2.000000
50	37	2	2.000000
50	38	2	2.000000
50	39	2	2.000000
50	40	2	2.000000
50	41	2	2.000000
50	42	2	2.000000
50	43	2	2.000000
50	44	2	2.000000
50	45	2	2.000000
50	46	2	1.000000
50	47	2	1.000000
50	48	2	1.000000
50	49	2	1.000000
50	50	2	1.000000
51	27	2	1.000000
51	29	2	1.000000
51	30	2	1.000000
51	31	2	2.000000
51	32	2	2.000000
51	33	2	2.000000
51	34	2	2.000000
51	35	2	2.000000
51	36	2	2.000000
51	37	2	2.000000
51	38	2	2.000000
51	39	2	2.000000
51	40	2	2.000000
51	41	2	2.000000
51	42	2	2.000000
51	43	2	2.000000
51	44	2	2.000000
51	45	2	2.000000
51	46	2	2.000000
51	47	2	1.000000
51	48	2	1.000000
51	49	2	1.000000
51	50	2	1.000000
52	27	2	1.000000
52	28	2	1.000000
52	29	2	1.000000
52	30	2	2.000000
52	31	2	2.000000
52	32	2	2.000000
52	33	2	2.000000
52	34	2	2.000000
52	35	2	2.000000
52	36	2	2.000000
52	37	2	2.000000
52	38	2	2.000000
52	39	2	2.000000
52	40	2	2.000000
52	41	2	2.000000
52	42	2	2.000000
52	43	2	2.000000
52	44	2	2.000000
52	45	2	2.000000
52	46	2	2.000000
52	47	2	2.000000
52	48	2	1.000000
52	49	2	1.000000
53	27	2	1.000000
53	28	2	1.000000
53	29	2	1.000000
53	30	2	2.000000
53	31	2	2.000000
53	32	2	2.000000
53	33	2	2.000000
53	34	2	2.000000
53	35	2	2.000000
53	36	2	2.000000
53	37	2	2.000000
53	38	2	2.000000
53	39	2	2.000000
53	40	2	2.000000
53	41	2	2.000000
53	42	2	2.000000
53	43	2	2.000000
53	44	2	2.000000
53	45	2	2.000000
53	46	2	2.000000
53	47	2	2.000000
53	48	2	1.000000
53	49	2	1.000000
54	26	2	1.000000
54	27	2	1.000000
54	28	2	2.000000
54	29	2	2.000000
54	30	2	2.000000
54	31	2	2.000000
54	32	2	2.000000
54	33	2	2.000000
54	34	2	2.000000
54	35	2	2.000000
54	36	2	2.000000
54	37	2	2.000000
54	38	2	2.000000
54	39	2	2.000000
54	40	2	2.000000
54	41	2	2.000000
54	42	2	2.000000
54	43	2	2.000000
54	44	2	2.000000
54	45	2	2.000000
54	46	2	2.000000
54	47	2	2.000000
54	48	2	1.000000
54	49	2	1.000000
55	26	2	1.000000
55	27	2	2.000000
