tmax	ymax	d	a
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
9.012715	1.271337	5.000002	0.032951	
16.751499	3.799873	4.661008	2.249407	
2.463261	12.348294	18.703918	0.679862	
2.654704	12.707331	18.504157	0.747985	
22.809118	10.098401	0.000006	38.484018	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
23.249614	9.474683	0.000050	43.942308	
7.264679	5.310663	15.234329	3.538106	
3.088464	4.133397	18.861588	2.073494	
6.214578	8.658717	16.172856	5.241602	
9.884975	12.641058	12.637046	11.035116	
9.668340	13.526448	14.111960	6.986573	
25.001985	10.005885	0.000027	45.543865	
25.359420	11.675917	0.000003	44.066576	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.573474	9.243761	17.707353	1.292319	
13.209083	0.583423	9.000195	0.000020	
9.844253	10.893710	12.740407	5.673817	
23.001478	7.504166	0.000082	38.269089	
21.184406	4.877752	1.207683	99.999741	
6.773700	7.150140	16.017673	4.147848	
4.007925	9.886096	18.929679	1.078936	
3.493257	12.830255	18.659727	0.819485	
8.147061	9.107667	15.479295	4.928659	
9.105770	10.928089	15.845909	4.824274	
7.427526	11.116517	18.034861	2.906819	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
9.463310	2.278366	11.708163	0.434222	
6.980002	1.576201	4.776694	0.210098	
1.077918	7.797823	18.985330	0.102527	
4.983860	13.164942	17.266336	1.932935	
4.470663	7.154743	17.261980	2.685295	
1.874009	3.163008	18.894467	0.379488	
5.146545	4.597962	17.676758	1.614213	
4.399900	5.422999	18.430795	1.212093	
4.834459	7.367540	17.723049	1.083049	
4.357024	8.585695	18.540140	0.969572	
3.836026	12.010145	19.704549	0.738381	
5.259601	16.360525	19.098381	1.520402	
4.526615	18.907099	19.104674	1.156986	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
23.995795	5.512024	0.000008	90.941373	
4.235790	8.782884	18.561124	0.702260	
4.028773	11.702618	18.405183	0.763223	
4.098365	7.809847	17.870718	1.122133	
5.135915	3.331292	17.379542	2.212884	
3.692726	3.754240	18.420053	0.706829	
2.293535	6.715749	18.699998	0.410534	
4.480088	8.819988	17.920547	1.109733	
2.460950	9.991695	20.392533	0.601389	
4.837424	12.085405	18.395691	1.378999	
5.493987	16.557509	18.135576	1.440125	
5.202722	14.727349	17.551708	1.365669	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
154.760649	4.017057	18.741705	0.139384	
18.403732	7.514461	6.145419	37.519675	
5.308389	9.164397	18.028896	2.656115	
2.678375	6.039523	18.887933	0.466964	
3.208731	10.530350	18.711249	0.470377	
12.398274	8.950183	10.375794	10.932448	
3.997225	7.574831	17.822570	1.502218	
2.377932	8.675590	18.666691	0.495419	
4.540727	7.081727	17.388779	1.564111	
5.197212	8.081628	17.804472	2.187482	
4.577647	11.299244	18.664099	0.962865	
2.903399	17.356138	20.160305	0.545882	
3.903914	16.317454	19.474346	0.769317	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.625870	3.751002	15.950213	0.339943	
3.276459	4.255400	17.966767	1.058592	
6.134741	6.997635	16.913588	3.777651	
4.751210	6.971718	18.444474	2.446893	
5.161606	15.666574	18.276191	1.711575	
3.876193	10.719730	18.512187	1.144955	
5.518971	6.311824	16.490874	3.688817	
5.494261	7.129728	16.239643	2.180653	
13.025755	4.812292	8.976406	8.384294	
14.011706	4.957825	10.066478	15.926051	
6.814750	7.881972	17.106601	2.854308	
5.440983	8.552136	18.296183	1.036790	
4.562487	7.668889	18.558078	1.126949	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
22.224371	6.252380	0.000006	49.702320	
10.978559	7.942632	12.302542	13.147847	
1.358291	10.436180	19.996257	0.132593	
4.116012	12.079105	18.699668	0.900195	
2.088107	4.920440	18.837078	0.415394	
5.667091	6.206548	16.170627	2.017578	
8.706333	9.352538	13.628018	9.260019	
7.528466	8.509256	14.054588	8.271920	
12.802484	6.014790	9.863246	15.779218	
6.398984	7.127132	16.749057	3.903851	
4.821857	7.618807	17.830303	1.824707	
13.826387	9.346248	10.131979	16.252499	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.491330	23.096852	16.296502	2.878781	
3.822539	13.843132	18.822279	0.635676	
3.032641	10.673350	19.812847	0.384336	
23.177863	6.155730	0.000038	30.026788	
8.178302	4.955363	14.275217	7.025512	
4.807370	8.473161	17.290952	2.940075	
5.267319	13.190023	16.329130	3.157816	
18.674766	9.929353	3.725698	28.659026	
23.365101	5.676098	0.000002	57.570923	
22.735890	5.105016	0.000012	79.148213	
14.565792	2.516156	13.000000	0.113814	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
8.352436	14.459756	13.567637	6.889086	
6.856364	16.990790	15.611245	3.247874	
3.207050	15.563850	18.907944	0.475195	
7.845365	7.195489	15.385481	5.289365	
21.714104	2.867006	0.000351	53.163852	
3.278363	9.198592	17.834498	1.618234	
4.531277	9.036354	17.037432	3.167176	
13.142562	11.902340	9.158185	18.286489	
20.401322	3.936605	0.000000	5.818715	
9.080171	3.577662	6.999999	0.557737	
0.108271	9.880720	19.000000	0.012324	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
13.634078	2.244167	14.963225	0.189191	
7.707845	2.216389	13.855166	0.633323	
6.313406	14.375483	15.829374	4.273487	
4.132410	17.765643	17.885595	0.749497	
2.951743	7.504129	18.992254	0.191661	
3.537757	1.848023	8.000000	0.198483	
9.066169	6.837672	12.334140	8.723939	
21.919175	4.548180	0.000493	82.194803	
3.637903	13.505293	17.421873	2.212632	
6.162949	11.860856	15.665966	4.301520	
1.097361	6.657045	21.081052	0.378887	
21.059014	5.301987	0.000000	5.816633	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.317928	3.264120	9.000000	0.020770	
22.942934	4.537681	0.000001	6.039780	
5.165421	22.063834	17.405851	2.296022	
4.604329	23.080274	17.648812	1.630863	
1.101690	7.200167	18.999821	0.246477	
19.703620	2.467326	0.000000	4.055940	
13.077410	11.580795	9.965724	13.384168	
17.881396	17.400078	4.823937	28.965584	
29.584709	1.799277	0.000000	1.062327	
0.292721	4.937156	19.000000	0.024173	
7.092479	17.398842	17.515421	3.307023	
7.716422	9.719653	16.957989	4.116082	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
47.033340	0.264176	0.000000	1.614838	
10.895070	9.096052	12.569041	12.491848	
6.090680	25.926216	16.697451	3.782261	
7.185236	25.880221	15.296460	4.345165	
8.068818	17.599040	13.852586	7.148672	
0.158151	9.398212	19.000000	0.025367	
1.195264	12.539352	19.827159	0.261164	
8.714636	16.206823	13.369239	8.230139	
2.083335	5.072047	16.988019	0.211341	
19.975496	1.599617	16.000001	0.020484	
3.942562	10.885954	18.850427	1.217162	
7.773108	9.630541	16.229300	4.248864	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.375794	18.260575	18.846187	0.834283	
8.597432	16.475150	13.622675	7.017284	
8.698233	17.162924	13.920168	5.546066	
5.533050	11.249360	16.348727	2.891360	
3.251854	16.948614	17.719651	1.247635	
4.803136	8.837440	17.238047	2.971902	
4.511124	2.943127	17.974098	4.288420	
22.296097	3.430058	0.000062	58.403803	
3.775797	9.584173	17.984925	0.878932	
7.858781	13.457505	15.732196	3.001008	
9.843797	6.398923	13.272623	5.380058	
4.302632	14.570502	17.270840	1.597934	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
8.347838	11.150920	15.393570	4.646307	
5.255253	14.154644	15.916831	3.184748	
7.357123	21.956569	14.382919	5.436403	
3.408412	10.759877	18.073800	1.148163	
7.756136	12.632882	14.161465	6.268680	
6.493199	18.300539	15.153938	4.755786	
6.118368	13.275666	15.357428	3.535662	
9.884785	7.681292	12.438351	5.116008	
24.168555	4.222359	0.000003	22.346179	
22.195250	6.291148	0.000000	4.175479	
8.591741	9.907716	13.672343	5.434629	
22.647257	8.689163	0.000012	41.571265	
15.205740	6.623537	8.930711	99.999997	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.089516	14.090321	19.880668	0.407268	
22.414010	9.245563	0.000007	55.866899	
9.195562	17.517000	12.618234	8.018864	
4.868943	11.407475	17.198190	2.236375	
23.101811	6.524449	0.000023	59.884639	
9.267381	9.023900	13.708009	7.379653	
4.781849	8.485356	16.958189	2.362751	
1.461367	9.862568	17.994193	0.265333	
3.019408	8.100881	18.254732	0.843510	
5.279576	9.190254	17.074448	2.228923	
22.838781	8.749461	0.000005	45.761059	
9.475319	11.000005	11.791039	0.106148	
23.368594	21.147961	0.000000	38.402750	
7.637190	27.098429	15.082045	7.225504	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
1.739434	10.078228	18.991068	0.182380	
21.270458	7.746740	0.000002	44.233589	
8.435300	22.262872	13.378115	5.120863	
6.748720	19.359146	15.244001	3.127102	
3.108914	6.522295	18.428641	1.131640	
5.027651	4.529140	17.282204	2.229697	
5.135034	8.173685	16.901829	2.124656	
5.995391	11.058300	15.726637	1.988818	
4.099835	8.483583	17.392073	2.226697	
3.923908	9.672671	17.448368	1.963677	
19.708963	23.585828	3.144591	23.761858	
11.118927	26.326885	12.115300	10.876680	
8.274401	46.749732	14.302518	4.391356	
5.553087	25.153232	16.741617	2.007313	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.640515	12.680242	19.000000	0.026196	
13.697657	10.299184	9.131612	14.506962	
5.376120	18.791021	17.199507	2.101669	
5.441329	14.483456	16.693669	2.233010	
4.873678	4.776847	16.293619	3.979598	
2.619687	5.128922	19.637887	0.974047	
7.821177	8.666134	14.412220	4.191135	
5.438890	9.291074	16.059714	4.088641	
4.856915	8.971220	16.993806	3.867824	
6.278498	26.259878	15.576753	1.952088	
25.023594	23.229741	0.000001	58.767704	
24.664565	30.068381	0.000001	52.589459	
13.220885	7.139326	13.000000	0.025481	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.558915	26.295095	19.000000	0.023368	
1.839475	21.145731	19.832145	0.230034	
5.091355	10.589052	17.998233	1.816222	
3.221912	3.712755	18.776800	1.818601	
7.377994	5.647690	14.650495	6.978876	
0.568739	10.136298	20.985605	0.187399	
22.741532	8.731231	0.000015	36.327119	
3.041749	5.909346	18.975654	0.410823	
0.200788	21.544339	19.000000	0.013956	
22.948152	18.943642	0.000000	28.079084	
6.960317	8.479467	17.606907	7.843670	
24.054296	23.361270	0.000001	34.908538	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.563365	52.468488	20.992498	0.048269	
2.289906	14.717696	19.857951	0.229813	
22.631430	6.959069	0.000005	23.857442	
2.218961	6.751670	18.980203	0.654944	
2.182046	5.766227	19.000039	0.593028	
7.407142	0.143564	17.000157	0.001151	
5.705763	14.199705	16.037642	3.202630	
0.210845	12.563702	19.000000	0.013797	
1.677191	9.232334	16.999348	0.084644	
21.566809	1.895962	1.282401	99.999374	
0.327751	4.828770	19.000000	0.033156	
9.703462	6.353447	14.401875	0.674087	
3.413645	9.517941	18.906194	0.316162	
0.361551	9.885617	18.000000	0.022362	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
6.437393	26.200313	16.847730	4.012057	
7.613771	35.017972	15.170880	3.987905	
5.088582	17.294567	17.333638	1.474277	
0.032032	7.101062	21.000000	0.008240	
7.428609	1.780140	16.000001	0.070114	
4.532017	10.222655	17.401894	2.267743	
3.923286	26.351567	17.072238	1.411652	
6.429033	24.595190	15.136453	4.226358	
21.292523	7.930774	1.238604	99.999680	
7.467081	7.156724	15.213160	4.620256	
19.388848	4.975179	7.963124	26.027296	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
11.635776	18.795165	11.601373	10.937546	
6.017014	22.451761	16.545188	3.153950	
4.532022	19.236137	17.272811	2.021607	
4.758766	16.479839	16.951908	2.918005	
6.277704	23.908037	15.601369	4.159755	
5.130702	41.530049	16.047103	2.770612	
5.521286	38.638090	15.728853	3.088684	
2.405524	16.542031	18.611623	0.549818	
12.160984	4.108224	2.997923	0.259386	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.110113	13.485289	20.000000	0.013617	
1.505835	4.607342	20.772762	0.489261	
5.447645	7.549617	17.171843	3.048101	
2.990010	15.400440	18.444420	0.590798	
22.232700	24.698057	0.000001	36.719894	
22.085315	26.331577	0.000000	24.704562	
7.361819	12.092334	15.412609	5.039587	
18.100652	4.406627	4.629954	1.575667	
37.222736	3.137985	0.000000	3.899673	
4.958227	3.075477	18.486530	1.964751	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
4.882584	4.034783	18.786129	2.151015	
27.100397	0.279207	2.025660	99.999731	
0.317657	2.597678	23.000008	0.110636	
14.673907	6.905297	14.000000	0.010429	
15.466152	8.237301	13.000000	0.023716	
3.545000	14.374493	17.824562	0.313353	
4.452265	5.308908	20.594686	0.727933	
7.086225	3.856127	18.486383	1.327072	
4.982683	2.667112	16.322144	0.215957	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
7.606442	3.454598	17.217473	6.679208	
6.264137	5.549931	18.179538	3.904438	
2.217008	2.253320	15.000001	0.002116	
3.675545	5.555147	18.516666	0.566919	
8.881498	6.361365	13.691712	0.516340	
23.165583	8.662240	9.000000	0.000000	
32.548368	6.394554	0.000000	1.201285	
6.441460	3.654308	17.651660	1.470795	
21.060752	3.396738	3.239175	23.749780	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
1.361146	4.798749	18.988062	0.177113	
24.297313	3.763062	0.000001	3.616338	
22.612144	3.049207	0.000001	5.338793	
20.261734	3.921912	0.000001	3.720855	
10.820635	3.824735	4.892319	0.436906	
2.208720	4.689202	6.000000	0.016624	
36.799804	2.901945	0.000000	4.494367	
10.086302	3.056595	14.204406	1.749485	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.566656	17.239263	17.120919	2.200746	
3.766656	11.820576	18.468735	0.990941	
4.755279	4.632756	16.688982	0.584723	
6.711260	5.972207	15.123085	3.180713	
4.132854	8.177363	17.076101	1.695454	
23.444611	3.963065	0.000025	34.299977	
7.211068	2.212261	15.394852	99.999642	
12.582881	4.467170	9.735018	0.592318	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
6.467086	21.341055	16.489601	4.200865	
2.935589	11.795019	18.908429	0.369479	
1.638091	6.330501	19.000000	0.101708	
2.783727	5.593856	19.440972	0.549316	
4.084564	6.881675	17.871966	1.358336	
6.045267	8.698005	16.242446	3.268957	
6.013743	12.312343	15.895217	3.149485	
4.372899	20.233671	17.160465	1.581277	
25.606340	10.354425	0.000007	42.838550	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
5.431050	21.455262	17.961692	1.294752	
6.319637	22.201785	16.867836	2.606734	
4.585129	8.371544	17.074403	2.169747	
3.100403	4.620749	18.671175	1.030874	
12.816613	5.376571	10.653720	13.694956	
10.739710	9.706776	11.539429	10.145467	
5.702647	13.045234	15.846729	2.959310	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
3.305758	17.850447	18.899432	0.548698	
2.041267	30.502990	19.699919	0.287898	
0.170301	29.003022	20.000000	0.017576	
3.645574	13.729560	16.961190	0.325609	
2.572286	13.971225	18.617810	0.505328	
2.285613	11.718403	19.548977	0.576884	
1.923270	8.450853	18.573349	0.492000	
3.838380	7.273925	17.434489	1.868559	
12.403065	5.954861	10.191426	11.723439	
10.495331	6.812275	11.828868	6.656068	
4.380205	8.743676	17.563334	1.935130	
10.395959	8.716772	11.437935	10.699480	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
NaN	NaN	NaN	NaN	
0.122358	37.527690	21.000000	0.013165	
1.393532	19.264479	18.932098	0.134815	
5.874550	7.929673	15.867777	1.440707	
3.651380	10.055105	17.071380	1.121292	
3.188335	15.208393	17.710531	0.983342	
2.076994	16.426162	18.941223	0.363975	
4.267991	9.845720	16.855038	0.275107	
0.635741	6.448293	18.950102	0.055433	
3.239146	6.972715	18.352963	1.535912	
